event_id,origin_time,magnitude,peak_score_time_within_tolerance,peak_score_time_residual_s,peak_bank_score_within_tolerance,threshold,best_template_event_id,best_template_sequence_id,candidate_within_tolerance
75120116,2025-01-20T05:24:29.130Z,2.1,2025-01-20T05:24:29.100Z,-0.03000020980834961,0.14153945446014404,0.10883580148220062,40237728,R1.3027.11698.0,True
75120101,2025-01-20T05:14:48.490Z,1.0,2025-01-20T05:14:48.750Z,0.25999999046325684,0.12809595465660095,0.10883580148220062,72359026,R1.2900.11955.0,True
