event_id,origin_time,magnitude,peak_trigger_time_within_tolerance,peak_trigger_time_residual_s,peak_generic_score_within_tolerance,threshold,candidate_within_tolerance
75120116,2025-01-20T05:24:29.130Z,2.1,2025-01-20T05:24:31.150Z,2.0199999809265137,4.4431562423706055,1.5937319993972778,True
75120101,2025-01-20T05:14:48.490Z,1.0,2025-01-20T05:14:50.850Z,2.359999895095825,3.3636837005615234,1.5937319993972778,True
