origin_time,bank_score,threshold,best_template_event_id,best_template_sequence_id
2025-01-20T04:55:13.000Z,0.030334891751408577,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:55:13.500Z,0.03516750410199165,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:55:14.000Z,0.004076208919286728,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:55:14.500Z,0.0060850707814097404,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:55:15.000Z,0.018243378028273582,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:55:15.500Z,0.018728306517004967,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:55:16.000Z,0.029683424159884453,0.10883580148220062,71567810,R1.2900.11955.0
2025-01-20T04:55:16.500Z,0.0376342236995697,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:17.000Z,0.03439895808696747,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:55:17.500Z,0.00891498476266861,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:55:18.000Z,0.031290531158447266,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:55:18.500Z,0.05469348281621933,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:19.000Z,0.03078448958694935,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:55:19.500Z,0.010222976095974445,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:55:20.000Z,0.015004102140665054,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:55:20.500Z,0.017284691333770752,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:55:21.000Z,0.04536125063896179,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:55:21.500Z,0.04266737774014473,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:55:22.000Z,0.04280146211385727,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:22.500Z,0.026206806302070618,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:23.000Z,0.030894167721271515,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:23.500Z,0.008822476491332054,0.10883580148220062,71567810,R1.2900.11955.0
2025-01-20T04:55:24.000Z,0.015824394300580025,0.10883580148220062,71567810,R1.2900.11955.0
2025-01-20T04:55:24.500Z,0.045278310775756836,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:25.000Z,0.018739895895123482,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:55:25.500Z,0.038351695984601974,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:55:26.000Z,0.01207189541310072,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:55:26.500Z,0.016422035172581673,0.10883580148220062,71567810,R1.2900.11955.0
2025-01-20T04:55:27.000Z,0.029684284701943398,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:55:27.500Z,0.05761752650141716,0.10883580148220062,71567810,R1.2900.11955.0
2025-01-20T04:55:28.000Z,0.013724597170948982,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:28.500Z,0.023246778175234795,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:55:29.000Z,0.0070279063656926155,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:55:29.500Z,0.0365917831659317,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:30.000Z,0.022857459262013435,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:55:30.500Z,0.03861252963542938,0.10883580148220062,71567810,R1.2900.11955.0
2025-01-20T04:55:31.000Z,0.04497869312763214,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:31.500Z,0.028775017708539963,0.10883580148220062,71567810,R1.2900.11955.0
2025-01-20T04:55:32.000Z,0.034518301486968994,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:32.500Z,0.026296816766262054,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:55:33.000Z,0.026266442611813545,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:55:33.500Z,0.01067437045276165,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:34.000Z,0.018999218940734863,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:55:34.500Z,0.022891918197274208,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:55:35.000Z,0.01989450491964817,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:55:35.500Z,0.011225348338484764,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:55:36.000Z,0.009790142998099327,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:36.500Z,0.02622881904244423,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:55:37.000Z,0.030659176409244537,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:55:37.500Z,0.01204747799783945,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:38.000Z,0.0307147316634655,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:55:38.500Z,0.02900226227939129,0.10883580148220062,71567810,R1.2900.11955.0
2025-01-20T04:55:39.000Z,0.004877171013504267,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:39.500Z,0.025354355573654175,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:55:40.000Z,0.02710951864719391,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:40.500Z,0.026833876967430115,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:55:41.000Z,0.01886580139398575,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:55:41.500Z,0.015623828396201134,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:55:42.000Z,0.015042087063193321,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:42.500Z,0.02261335402727127,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:43.000Z,0.013771099038422108,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:55:43.500Z,0.02602217346429825,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:55:44.000Z,0.02551746740937233,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:55:44.500Z,0.03229646012187004,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:55:45.000Z,0.027461055666208267,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:55:45.500Z,0.03770487755537033,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:55:46.000Z,0.01909107342362404,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:55:46.500Z,0.02493147924542427,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:55:47.000Z,0.024244429543614388,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:47.500Z,0.04101346805691719,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:48.000Z,0.032641973346471786,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:55:48.500Z,0.012935670092701912,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:49.000Z,0.018545718863606453,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:55:49.500Z,0.017202157527208328,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:55:50.000Z,0.031762100756168365,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:55:50.500Z,0.01591256819665432,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:55:51.000Z,0.011453475803136826,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:55:51.500Z,0.02282179519534111,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:55:52.000Z,0.02065907046198845,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:55:52.500Z,0.011970513500273228,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:53.000Z,0.018327707424759865,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:55:53.500Z,0.01207179669290781,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:54.000Z,0.024647070094943047,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:55:54.500Z,0.052563104778528214,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:55.000Z,0.031392864882946014,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:55:55.500Z,0.01637519896030426,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:55:56.000Z,0.0205233134329319,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:55:56.500Z,0.02421322837471962,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:55:57.000Z,0.02323092147707939,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:55:57.500Z,0.007305528037250042,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:55:58.000Z,0.027754750102758408,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:58.500Z,0.010347880423069,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:55:59.000Z,0.02019854262471199,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:55:59.500Z,0.02981550805270672,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:00.000Z,0.04091716930270195,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:00.500Z,0.019446272403001785,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:56:01.000Z,0.02168787457048893,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:56:01.500Z,0.01705114357173443,0.10883580148220062,71567810,R1.2900.11955.0
2025-01-20T04:56:02.000Z,0.016195053234696388,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:02.500Z,0.04655923321843147,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:03.000Z,0.020741354674100876,0.10883580148220062,71567810,R1.2900.11955.0
2025-01-20T04:56:03.500Z,0.019605165347456932,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:56:04.000Z,0.02129184827208519,0.10883580148220062,40220017,R1.3027.11698.0
2025-01-20T04:56:04.500Z,0.021385440602898598,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:05.000Z,0.03401957452297211,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:05.500Z,0.03481503948569298,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:06.000Z,0.025592466816306114,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:56:06.500Z,0.0005307555547915399,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:07.000Z,0.03256857395172119,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:56:07.500Z,0.02484367974102497,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:08.000Z,0.02959134429693222,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:56:08.500Z,0.03621673211455345,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:09.000Z,0.004439914599061012,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:09.500Z,0.02297223173081875,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:10.000Z,0.023474644869565964,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:10.500Z,0.023326802998781204,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:11.000Z,0.03482453525066376,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:11.500Z,0.012115114368498325,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:12.000Z,0.018976422026753426,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:56:12.500Z,0.02365802600979805,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:13.000Z,0.03521085903048515,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:56:13.500Z,0.021410241723060608,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:14.000Z,0.014662165194749832,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:14.500Z,0.01965468004345894,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:15.000Z,0.007935375906527042,0.10883580148220062,40220017,R1.3027.11698.0
2025-01-20T04:56:15.500Z,0.019718173891305923,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:56:16.000Z,0.02968764863908291,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:16.500Z,0.015700586140155792,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:17.000Z,0.009486203081905842,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:17.500Z,0.016789225861430168,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:56:18.000Z,0.007234512362629175,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:18.500Z,0.021513547748327255,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:19.000Z,0.02155068702995777,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:19.500Z,0.02228977158665657,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:20.000Z,0.02175183966755867,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:20.500Z,0.021406741812825203,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:21.000Z,0.01874758116900921,0.10883580148220062,40220017,R1.3027.11698.0
2025-01-20T04:56:21.500Z,0.020062796771526337,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:22.000Z,0.02224121056497097,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:56:22.500Z,0.017450761049985886,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:23.000Z,0.02239454723894596,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:23.500Z,0.040790870785713196,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:24.000Z,0.016862737014889717,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:24.500Z,0.022738484665751457,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:25.000Z,0.016312558203935623,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:25.500Z,0.025357622653245926,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:26.000Z,0.014122072607278824,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:56:26.500Z,0.013163469731807709,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:56:27.000Z,0.014668849296867847,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:27.500Z,0.022379444912075996,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:28.000Z,0.01944064348936081,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:28.500Z,0.04158656671643257,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:29.000Z,0.013204162009060383,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:29.500Z,0.018811333924531937,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:56:30.000Z,0.012059623375535011,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:30.500Z,0.017536304891109467,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:31.000Z,0.02590350992977619,0.10883580148220062,40220017,R1.3027.11698.0
2025-01-20T04:56:31.500Z,0.017363715916872025,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:32.000Z,0.023491524159908295,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:32.500Z,0.03941480815410614,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:56:33.000Z,0.033094145357608795,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:33.500Z,0.03198353201150894,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:34.000Z,0.03599805012345314,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:34.500Z,0.014989238232374191,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:35.000Z,0.018122896552085876,0.10883580148220062,40220017,R1.3027.11698.0
2025-01-20T04:56:35.500Z,0.034787170588970184,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:56:36.000Z,0.017245063558220863,0.10883580148220062,40220017,R1.3027.11698.0
2025-01-20T04:56:36.500Z,0.020800087600946426,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:56:37.000Z,0.01168213039636612,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:56:37.500Z,0.018680788576602936,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:56:38.000Z,0.028838157653808594,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:56:38.500Z,0.03221811354160309,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:39.000Z,0.009486224502325058,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:56:39.500Z,0.03677477315068245,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:40.000Z,0.015818864107131958,0.10883580148220062,40220017,R1.3027.11698.0
2025-01-20T04:56:40.500Z,0.0250727329403162,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:41.000Z,0.002498147077858448,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:56:41.500Z,0.022416869178414345,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:42.000Z,0.025084754452109337,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:42.500Z,0.0202728770673275,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:43.000Z,0.002316494472324848,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:43.500Z,0.01651902124285698,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:56:44.000Z,0.02192871645092964,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:44.500Z,0.027555562555789948,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:45.000Z,0.021334892138838768,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:56:45.500Z,0.024892359972000122,0.10883580148220062,40220017,R1.3027.11698.0
2025-01-20T04:56:46.000Z,0.033656734973192215,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:46.500Z,0.021630700677633286,0.10883580148220062,40220017,R1.3027.11698.0
2025-01-20T04:56:47.000Z,0.028475143015384674,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:47.500Z,0.026295820251107216,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:56:48.000Z,0.021896272897720337,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:48.500Z,0.018170330673456192,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:56:49.000Z,0.012431628070771694,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:56:49.500Z,0.00913525465875864,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:50.000Z,0.029116440564393997,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:50.500Z,0.023366866633296013,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:51.000Z,0.010034721344709396,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:51.500Z,0.024461591616272926,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:52.000Z,0.011994763277471066,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:56:52.500Z,0.008889451622962952,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:53.000Z,0.023234635591506958,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:56:53.500Z,0.022334353998303413,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:56:54.000Z,0.028146587312221527,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:56:54.500Z,0.020978381857275963,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:56:55.000Z,0.022067802026867867,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:56:55.500Z,0.02409011498093605,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:56:56.000Z,0.010980596765875816,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:56.500Z,0.022416852414608,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:56:57.000Z,0.019049042835831642,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:57.500Z,0.01838165894150734,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:58.000Z,0.020030049607157707,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:56:58.500Z,0.009216641075909138,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:56:59.000Z,0.015528446063399315,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:56:59.500Z,0.018075905740261078,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:57:00.000Z,0.020329579710960388,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:57:00.500Z,0.041631318628787994,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:57:01.000Z,0.012994367629289627,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:57:01.500Z,0.007302824407815933,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:57:02.000Z,0.00706862797960639,0.10883580148220062,40220017,R1.3027.11698.0
2025-01-20T04:57:02.500Z,0.01575079746544361,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:57:03.000Z,0.025149529799818993,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:57:03.500Z,0.02730485238134861,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:57:04.000Z,0.01968945935368538,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:57:04.500Z,0.00993056409060955,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:57:05.000Z,0.004805422853678465,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:57:05.500Z,0.02998984046280384,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:57:06.000Z,0.008261295035481453,0.10883580148220062,71567810,R1.2900.11955.0
2025-01-20T04:57:06.500Z,0.03057233616709709,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:57:07.000Z,0.0334356352686882,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:57:07.500Z,0.013223559595644474,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:57:08.000Z,0.023756464943289757,0.10883580148220062,21204713,R1.0697.5199.0
2025-01-20T04:57:08.500Z,0.023674389347434044,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:57:09.000Z,0.011709318496286869,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:57:09.500Z,0.015492390841245651,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:57:10.000Z,0.018612021580338478,0.10883580148220062,40220017,R1.3027.11698.0
2025-01-20T04:57:10.500Z,0.024366751313209534,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:57:11.000Z,0.02360433153808117,0.10883580148220062,71325295,R1.2900.11955.0
2025-01-20T04:57:11.500Z,0.009631174616515636,0.10883580148220062,72154411,R1.2900.11955.0
2025-01-20T04:57:12.000Z,0.02074812352657318,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:57:12.500Z,0.030785052105784416,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:57:13.000Z,0.02067345194518566,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:57:13.500Z,0.026170093566179276,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:57:14.000Z,0.0352049320936203,0.10883580148220062,21212835,R1.2172.7737.0
2025-01-20T04:57:14.500Z,0.03840269520878792,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:57:15.000Z,0.02940535545349121,0.10883580148220062,71567810,R1.2900.11955.0
2025-01-20T04:57:15.500Z,0.013425886631011963,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:57:16.000Z,0.02246861718595028,0.10883580148220062,71908906,R1.2900.11955.0
2025-01-20T04:57:16.500Z,0.022014319896697998,0.10883580148220062,51214531,R1.2900.11955.0
2025-01-20T04:57:17.000Z,0.03193853422999382,0.10883580148220062,40237728,R1.3027.11698.0
2025-01-20T04:57:17.500Z,0.005945615470409393,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:57:18.000Z,0.03243871405720711,0.10883580148220062,72359026,R1.2900.11955.0
2025-01-20T04:57:18.500Z,0.03466813266277313,0.10883580148220062,71567810,R1.2900.11955.0
