trial_id,injected_event_id,injected_sequence_id,injected_validation_role,position_index,injection_origin_time,injection_origin_epoch_s,amplitude_snr,zero_amplitude_control,injected_component_count,template_self_excluded,template_recovered,template_peak_score,template_threshold,template_peak_origin_residual_s,template_candidate_origin_residual_s,template_best_event_id,template_best_sequence_id,generic_recovered,generic_peak_score,generic_threshold,generic_peak_trigger_residual_s,generic_candidate_trigger_residual_s
network_injection_00043,21212835,R1.2172.7737.0,neighbor_family_negative,3,2025-01-20T05:29:28.148Z,1737350968.148039,0.0,True,16,True,False,0.0504755899310112,0.10883580148220062,0.20000004768371582,,71567810,R1.2900.11955.0,False,1.1949514150619507,1.5937319993972778,0.6500000953674316,
network_injection_00044,21212835,R1.2172.7737.0,neighbor_family_negative,3,2025-01-20T05:29:28.148Z,1737350968.148039,0.25,False,16,True,True,0.19712699949741364,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,False,1.1945043802261353,1.5937319993972778,0.6500000953674316,
network_injection_00045,21212835,R1.2172.7737.0,neighbor_family_negative,3,2025-01-20T05:29:28.148Z,1737350968.148039,0.5,False,16,True,True,0.3464353382587433,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,False,1.2285891771316528,1.5937319993972778,5.75,
network_injection_00046,21212835,R1.2172.7737.0,neighbor_family_negative,3,2025-01-20T05:29:28.148Z,1737350968.148039,1.0,False,16,True,True,0.5293684601783752,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,False,1.505007266998291,1.5937319993972778,5.349999904632568,
network_injection_00047,21212835,R1.2172.7737.0,neighbor_family_negative,3,2025-01-20T05:29:28.148Z,1737350968.148039,2.0,False,16,True,True,0.6558644771575928,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,True,1.968178153038025,1.5937319993972778,5.349999904632568,5.349999904632568
network_injection_00048,21212835,R1.2172.7737.0,neighbor_family_negative,3,2025-01-20T05:29:28.148Z,1737350968.148039,4.0,False,16,True,True,0.706184446811676,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,True,2.131092071533203,1.5937319993972778,5.400000095367432,5.400000095367432
network_injection_00049,21212835,R1.2172.7737.0,neighbor_family_negative,4,2025-01-20T05:36:13.697Z,1737351373.6976523,0.0,True,16,True,False,0.04164731875061989,0.10883580148220062,-0.8499999046325684,,71908906,R1.2900.11955.0,False,1.1635977029800415,1.5937319993972778,4.700000047683716,
network_injection_00050,21212835,R1.2172.7737.0,neighbor_family_negative,4,2025-01-20T05:36:13.697Z,1737351373.6976523,0.25,False,16,True,True,0.15560506284236908,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,False,1.1984692811965942,1.5937319993972778,4.700000047683716,
network_injection_00051,21212835,R1.2172.7737.0,neighbor_family_negative,4,2025-01-20T05:36:13.697Z,1737351373.6976523,0.5,False,16,True,True,0.2989840805530548,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,False,1.226775050163269,1.5937319993972778,5.25,
network_injection_00052,21212835,R1.2172.7737.0,neighbor_family_negative,4,2025-01-20T05:36:13.697Z,1737351373.6976523,1.0,False,16,True,True,0.4889723062515259,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,False,1.5648072957992554,1.5937319993972778,5.25,
network_injection_00053,21212835,R1.2172.7737.0,neighbor_family_negative,4,2025-01-20T05:36:13.697Z,1737351373.6976523,2.0,False,16,True,True,0.6303465962409973,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,True,2.1834819316864014,1.5937319993972778,5.200000047683716,5.200000047683716
network_injection_00054,21212835,R1.2172.7737.0,neighbor_family_negative,4,2025-01-20T05:36:13.697Z,1737351373.6976523,4.0,False,16,True,True,0.6917800307273865,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,True,2.4648683071136475,1.5937319993972778,5.25,5.25
network_injection_00055,21212835,R1.2172.7737.0,neighbor_family_negative,5,2025-01-20T05:40:13.747Z,1737351613.7474234,0.0,True,16,True,False,0.04270194098353386,0.10883580148220062,-0.20000004768371582,,21204713,R1.0697.5199.0,False,1.2533529996871948,1.5937319993972778,4.799999952316284,
network_injection_00056,21212835,R1.2172.7737.0,neighbor_family_negative,5,2025-01-20T05:40:13.747Z,1737351613.7474234,0.25,False,16,True,True,0.13777990639209747,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,False,1.2936354875564575,1.5937319993972778,4.799999952316284,
network_injection_00057,21212835,R1.2172.7737.0,neighbor_family_negative,5,2025-01-20T05:40:13.747Z,1737351613.7474234,0.5,False,16,True,True,0.28372180461883545,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,False,1.3423866033554077,1.5937319993972778,5.450000047683716,
network_injection_00058,21212835,R1.2172.7737.0,neighbor_family_negative,5,2025-01-20T05:40:13.747Z,1737351613.7474234,1.0,False,16,True,True,0.47902148962020874,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,False,1.459480881690979,1.5937319993972778,5.25,
network_injection_00059,21212835,R1.2172.7737.0,neighbor_family_negative,5,2025-01-20T05:40:13.747Z,1737351613.7474234,2.0,False,16,True,True,0.6348744034767151,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,True,1.8068091869354248,1.5937319993972778,5.400000095367432,5.400000095367432
network_injection_00060,21212835,R1.2172.7737.0,neighbor_family_negative,5,2025-01-20T05:40:13.747Z,1737351613.7474234,4.0,False,16,True,True,0.7032617926597595,0.10883580148220062,-0.15000009536743164,-0.15000009536743164,21204713,R1.0697.5199.0,True,1.9270321130752563,1.5937319993972778,3.25,3.25
network_injection_00061,40220017,R1.3027.11698.0,neighbor_family_negative,1,2025-01-20T04:56:04.449Z,1737348964.44995,0.0,True,26,True,False,0.044230617582798004,0.10883580148220062,0.9500000476837158,,21212835,R1.2172.7737.0,False,1.2150527238845825,1.5937319993972778,6.25,
network_injection_00062,40220017,R1.3027.11698.0,neighbor_family_negative,1,2025-01-20T04:56:04.449Z,1737348964.44995,0.25,False,26,True,True,0.1978621929883957,0.10883580148220062,0.09999990463256836,0.09999990463256836,72154411,R1.2900.11955.0,False,1.2785842418670654,1.5937319993972778,4.349999904632568,
network_injection_00063,40220017,R1.3027.11698.0,neighbor_family_negative,1,2025-01-20T04:56:04.449Z,1737348964.44995,0.5,False,26,True,True,0.3682417571544647,0.10883580148220062,-0.04999995231628418,-0.04999995231628418,51214531,R1.2900.11955.0,False,1.3699238300323486,1.5937319993972778,4.299999952316284,
network_injection_00064,40220017,R1.3027.11698.0,neighbor_family_negative,1,2025-01-20T04:56:04.449Z,1737348964.44995,1.0,False,26,True,True,0.5901983976364136,0.10883580148220062,-0.04999995231628418,-0.04999995231628418,51214531,R1.2900.11955.0,True,2.011528968811035,1.5937319993972778,4.400000095367432,4.400000095367432
network_injection_00065,40220017,R1.3027.11698.0,neighbor_family_negative,1,2025-01-20T04:56:04.449Z,1737348964.44995,2.0,False,26,True,True,0.7609627842903137,0.10883580148220062,-0.04999995231628418,-0.04999995231628418,51214531,R1.2900.11955.0,True,2.2623703479766846,1.5937319993972778,4.450000047683716,4.450000047683716
network_injection_00066,40220017,R1.3027.11698.0,neighbor_family_negative,1,2025-01-20T04:56:04.449Z,1737348964.44995,4.0,False,26,True,True,0.8330630660057068,0.10883580148220062,-0.04999995231628418,-0.04999995231628418,51214531,R1.2900.11955.0,True,2.775707960128784,1.5937319993972778,2.799999952316284,2.799999952316284
network_injection_00067,40220017,R1.3027.11698.0,neighbor_family_negative,2,2025-01-20T05:15:51.898Z,1737350151.8988175,0.0,True,26,True,False,0.04757314547896385,0.10883580148220062,-0.2999999523162842,,21204713,R1.0697.5199.0,False,1.2267879247665405,1.5937319993972778,10.799999952316284,
network_injection_00068,40220017,R1.3027.11698.0,neighbor_family_negative,2,2025-01-20T05:15:51.898Z,1737350151.8988175,0.25,False,26,True,True,0.1951390951871872,0.10883580148220062,0.09999990463256836,0.09999990463256836,72154411,R1.2900.11955.0,False,1.325218677520752,1.5937319993972778,7.799999952316284,
network_injection_00069,40220017,R1.3027.11698.0,neighbor_family_negative,2,2025-01-20T05:15:51.898Z,1737350151.8988175,0.5,False,26,True,True,0.36193299293518066,0.10883580148220062,0.09999990463256836,0.09999990463256836,72154411,R1.2900.11955.0,False,1.3595865964889526,1.5937319993972778,7.75,
network_injection_00070,40220017,R1.3027.11698.0,neighbor_family_negative,2,2025-01-20T05:15:51.898Z,1737350151.8988175,1.0,False,26,True,True,0.5797845721244812,0.10883580148220062,0.09999990463256836,0.09999990463256836,72154411,R1.2900.11955.0,True,1.7994219064712524,1.5937319993972778,5.349999904632568,5.349999904632568
network_injection_00071,40220017,R1.3027.11698.0,neighbor_family_negative,2,2025-01-20T05:15:51.898Z,1737350151.8988175,2.0,False,26,True,True,0.7453117966651917,0.10883580148220062,-0.04999995231628418,-0.04999995231628418,51214531,R1.2900.11955.0,True,2.133312225341797,1.5937319993972778,2.4000000953674316,2.4000000953674316
network_injection_00072,40220017,R1.3027.11698.0,neighbor_family_negative,2,2025-01-20T05:15:51.898Z,1737350151.8988175,4.0,False,26,True,True,0.8194843530654907,0.10883580148220062,-0.04999995231628418,-0.04999995231628418,51214531,R1.2900.11955.0,True,2.9023351669311523,1.5937319993972778,2.75,2.75
network_injection_00073,40220017,R1.3027.11698.0,neighbor_family_negative,3,2025-01-20T05:29:28.148Z,1737350968.148039,0.0,True,26,True,False,0.0504755899310112,0.10883580148220062,0.20000004768371582,,71567810,R1.2900.11955.0,False,1.1949514150619507,1.5937319993972778,0.6500000953674316,
network_injection_00074,40220017,R1.3027.11698.0,neighbor_family_negative,3,2025-01-20T05:29:28.148Z,1737350968.148039,0.25,False,26,True,True,0.2118014693260193,0.10883580148220062,0.09999990463256836,0.09999990463256836,72154411,R1.2900.11955.0,False,1.2190542221069336,1.5937319993972778,5.5,
network_injection_00075,40220017,R1.3027.11698.0,neighbor_family_negative,3,2025-01-20T05:29:28.148Z,1737350968.148039,0.5,False,26,True,True,0.38714033365249634,0.10883580148220062,-0.04999995231628418,-0.04999995231628418,51214531,R1.2900.11955.0,False,1.4650193452835083,1.5937319993972778,4.549999952316284,
network_injection_00076,40220017,R1.3027.11698.0,neighbor_family_negative,3,2025-01-20T05:29:28.148Z,1737350968.148039,1.0,False,26,True,True,0.6039777994155884,0.10883580148220062,-0.04999995231628418,-0.04999995231628418,51214531,R1.2900.11955.0,True,1.672271966934204,1.5937319993972778,5.299999952316284,5.299999952316284
network_injection_00077,40220017,R1.3027.11698.0,neighbor_family_negative,3,2025-01-20T05:29:28.148Z,1737350968.148039,2.0,False,26,True,True,0.7574563026428223,0.10883580148220062,-0.04999995231628418,-0.04999995231628418,51214531,R1.2900.11955.0,True,2.2627501487731934,1.5937319993972778,2.6500000953674316,2.6500000953674316
