replicate,maximum_score
1,1.2729320526123047
2,1.261413335800171
3,1.2514524459838867
4,1.3424148559570312
5,1.2319908142089844
6,1.254868984222412
7,1.261096477508545
8,1.2978688478469849
9,1.3087801933288574
10,1.3288111686706543
11,1.2525099515914917
12,1.2614116668701172
13,1.3632991313934326
14,1.2437844276428223
15,1.2583532333374023
16,1.242816686630249
17,1.2661373615264893
18,1.2441308498382568
19,1.2435102462768555
20,1.2576770782470703
21,1.2290689945220947
22,1.3559143543243408
23,1.2471688985824585
24,1.299356460571289
25,1.246368646621704
26,1.2601202726364136
27,1.252601146697998
28,1.258866786956787
29,1.2499206066131592
30,1.270336389541626
31,1.2934319972991943
32,1.2954823970794678
33,1.3110560178756714
34,1.258521318435669
35,1.2835438251495361
36,1.2729547023773193
37,1.3101273775100708
38,1.2669529914855957
39,1.2509877681732178
40,1.2347462177276611
41,1.3005218505859375
42,1.260493278503418
43,1.264662742614746
44,1.2643742561340332
45,1.223536491394043
46,1.2621121406555176
47,1.2511067390441895
48,1.2950787544250488
49,1.3022096157073975
50,1.2791757583618164
51,1.364975094795227
52,1.278952717781067
53,1.2750401496887207
54,1.2957863807678223
55,1.3803761005401611
56,1.2454535961151123
57,1.2649314403533936
58,1.2405521869659424
59,1.3106656074523926
60,1.2760276794433594
61,1.2929821014404297
62,1.2802095413208008
63,1.2567059993743896
64,1.3126038312911987
65,1.2707874774932861
66,1.2797644138336182
67,1.2696952819824219
68,1.217922568321228
69,1.2300920486450195
70,1.2774746417999268
71,1.2722947597503662
72,1.293176531791687
73,1.3350657224655151
74,1.3314478397369385
75,1.2441494464874268
76,1.276119351387024
77,1.2638864517211914
78,1.266844630241394
79,1.2716575860977173
80,1.2726294994354248
81,1.2776401042938232
82,1.3179771900177002
83,1.2665125131607056
84,1.2516286373138428
85,1.2415261268615723
86,1.2496037483215332
87,1.238495111465454
88,1.2479839324951172
89,1.2384711503982544
90,1.2758588790893555
91,1.2968130111694336
92,1.261663556098938
93,1.2625083923339844
94,1.2592720985412598
95,1.2289518117904663
96,1.2487767934799194
97,1.2845773696899414
98,1.3090040683746338
99,1.2424464225769043
100,1.3158564567565918
101,1.2648980617523193
102,1.2802999019622803
103,1.5492842197418213
104,1.2956855297088623
105,1.2476842403411865
106,1.2455676794052124
107,1.2891358137130737
108,1.250887155532837
109,1.2920150756835938
110,1.2514684200286865
111,1.24363112449646
112,1.2516331672668457
113,1.2320566177368164
114,1.2258410453796387
115,1.241532325744629
116,1.2835142612457275
117,1.2797412872314453
118,1.2799197435379028
119,1.2627404928207397
120,1.231208324432373
121,1.2726961374282837
122,1.2584073543548584
123,1.2698032855987549
124,1.2841906547546387
125,1.261878252029419
126,1.2561603784561157
127,1.2679355144500732
128,1.2751351594924927
129,1.3150990009307861
130,1.2461440563201904
131,1.4500458240509033
132,1.2835497856140137
133,1.246208906173706
134,1.2546460628509521
135,1.350192904472351
136,1.2251193523406982
137,1.2433443069458008
138,1.2573812007904053
139,1.249100923538208
140,1.28193199634552
141,1.2480593919754028
142,1.2925444841384888
143,1.3081293106079102
144,1.2721567153930664
145,1.2839148044586182
146,1.256821632385254
147,1.263587474822998
148,1.3220622539520264
149,1.2670705318450928
150,1.2867050170898438
151,1.2737383842468262
152,1.3286937475204468
153,1.2563802003860474
154,1.2618767023086548
155,1.272659182548523
156,1.2773833274841309
157,1.2345658540725708
158,1.2494781017303467
159,1.2645695209503174
160,1.287725806236267
161,1.2694096565246582
162,1.249320387840271
163,1.2485482692718506
164,1.2222511768341064
165,1.3099685907363892
166,1.2409694194793701
167,1.2438991069793701
168,1.2513163089752197
169,1.2532339096069336
170,1.2562060356140137
171,1.2931751012802124
172,1.3008909225463867
173,1.245069980621338
174,1.3155800104141235
175,1.2546054124832153
176,1.2241164445877075
177,1.255049705505371
178,1.2647302150726318
179,1.2976083755493164
180,1.2739653587341309
181,1.2661006450653076
182,1.2596774101257324
183,1.2577471733093262
184,1.2383581399917603
185,1.2955341339111328
186,1.2908616065979004
187,1.2871201038360596
188,1.2517414093017578
189,1.3731145858764648
190,1.2845075130462646
191,1.2374682426452637
192,1.3099749088287354
193,1.3197250366210938
194,1.2425084114074707
195,1.2652599811553955
196,1.2948048114776611
197,1.2943453788757324
198,1.2553688287734985
199,1.2623357772827148
