reference_event_id,comparison_event_id,band_low_hz,band_high_hz,usable_component_count,usable_station_count,median_correlation,p10_correlation,common_lag_s,differential_lag_rms_s,differential_lag_mad_s,station_lag_p10_p90_span_s,status,lag_definition
21204713,21260770,5.0,20.0,7,3,0.9915353550915567,0.8671339415744981,-0.012,0.0011547005383792514,0.0,0.0016000000000000007,PASS,station_median_peak_lag_minus_network_station_median
21204713,21260771,5.0,20.0,7,3,0.9237841949342199,0.811107343211441,-0.02,0.011547005383792516,0.0,0.016,PASS,station_median_peak_lag_minus_network_station_median
21204713,213203,5.0,20.0,1,1,0.974477953458894,0.974477953458894,0.3,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21204713,30066019,5.0,20.0,1,1,0.8950008547996857,0.8950008547996857,0.23,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21204713,40220017,5.0,20.0,28,11,0.9839776779188198,0.554297336542382,-0.008,0.0749690845373187,0.004,0.032,PASS,station_median_peak_lag_minus_network_station_median
21204713,40237728,5.0,20.0,23,10,0.9865531436414126,0.6638876353559016,-0.016,0.07907464827617003,0.004,0.06439999999999993,PASS,station_median_peak_lag_minus_network_station_median
21204713,51214531,5.0,20.0,22,10,0.9925555959337669,0.6578899845192809,-0.024,0.08016233529532434,0.0,0.059399999999999925,PASS,station_median_peak_lag_minus_network_station_median
21204713,524545,5.0,20.0,1,1,0.5596752863803344,0.5596752863803344,0.02,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21204713,71325295,5.0,20.0,25,10,0.9893465383082604,0.6607950254724926,-0.016,0.08006996940176761,0.0,0.06439999999999993,PASS,station_median_peak_lag_minus_network_station_median
21204713,71567810,5.0,20.0,26,10,0.9746395446235261,0.7188766651228586,-0.006,0.014886235252742717,0.002,0.013599999999999992,PASS,station_median_peak_lag_minus_network_station_median
21204713,71908906,5.0,20.0,28,11,0.9896304897665205,0.3423391621598114,0.008,0.1445305881434477,0.004,0.057999999999999996,PASS,station_median_peak_lag_minus_network_station_median
21204713,72154411,5.0,20.0,23,9,0.9826777701183813,0.28583437903099873,0.02,0.11623921694314512,0.004,0.11399999999999999,PASS,station_median_peak_lag_minus_network_station_median
21204713,72359026,5.0,20.0,21,9,0.9733390570094219,0.2785413051440893,0.02,0.10643725329455325,0.004,0.10439999999999999,PASS,station_median_peak_lag_minus_network_station_median
21212835,21260770,5.0,20.0,6,3,0.9122496196496193,0.7468586918683938,0.008,0.0254296414970142,0.028,0.04959999999999999,PASS,station_median_peak_lag_minus_network_station_median
21212835,21260771,5.0,20.0,6,3,0.9484479431350968,0.766564060033891,0.0,0.01747378989610821,0.004,0.027200000000000002,PASS,station_median_peak_lag_minus_network_station_median
21212835,213203,5.0,20.0,1,1,0.9616495410983035,0.9616495410983035,0.29,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21212835,30066019,5.0,20.0,1,1,0.8945959956933331,0.8945959956933331,0.23,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21212835,40220017,5.0,20.0,22,9,0.9106180506868656,0.8305705471539381,0.012,0.0069282032302755096,0.004,0.0144,PASS,station_median_peak_lag_minus_network_station_median
21212835,40237728,5.0,20.0,20,9,0.9106063735281817,0.8247636335433198,0.004,0.005887840577551898,0.004,0.013600000000000001,PASS,station_median_peak_lag_minus_network_station_median
21212835,51214531,5.0,20.0,16,8,0.9123466430299371,0.83778346609991,-0.002,0.004415880433163924,0.002,0.0086,PASS,station_median_peak_lag_minus_network_station_median
21212835,524545,5.0,20.0,1,1,0.5796820717145318,0.5796820717145318,0.01,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21212835,71325295,5.0,20.0,19,8,0.9164741346381938,0.8428862202912104,0.002,0.004415880433163924,0.002,0.0098,PASS,station_median_peak_lag_minus_network_station_median
21212835,71567810,5.0,20.0,22,9,0.9188014303057862,0.8140522217732081,0.016,0.004216370213557839,0.004,0.0088,PASS,station_median_peak_lag_minus_network_station_median
21212835,71908906,5.0,20.0,22,9,0.9072406746756725,0.5108945332114802,0.028,0.06677657606609604,0.004,0.050399999999999986,PASS,station_median_peak_lag_minus_network_station_median
21212835,72154411,5.0,20.0,17,7,0.8803502681564145,0.2956693068848004,0.04,0.11048981853546506,0.0040000000000000036,0.12639999999999996,PASS,station_median_peak_lag_minus_network_station_median
21212835,72359026,5.0,20.0,15,7,0.8932589303213929,0.25766447068724446,0.036,0.1120739551750157,0.0040000000000000036,0.1296,PASS,station_median_peak_lag_minus_network_station_median
21260770,21260771,5.0,20.0,7,3,0.9368472222254246,0.9239719759726652,-0.012,0.012701705922171767,0.0,0.0176,PASS,station_median_peak_lag_minus_network_station_median
21260770,213203,5.0,20.0,1,1,0.96857994174899,0.96857994174899,0.31,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21260770,30066019,5.0,20.0,1,1,0.8712622783548089,0.8712622783548089,0.25,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21260770,40220017,5.0,20.0,7,3,0.964741590934206,0.8375205787292503,0.0,0.017320508075688773,0.0,0.024,PASS,station_median_peak_lag_minus_network_station_median
21260770,40237728,5.0,20.0,7,3,0.9792837720691899,0.8470756959061351,-0.008,0.02193931022920578,0.0,0.0304,PASS,station_median_peak_lag_minus_network_station_median
21260770,51214531,5.0,20.0,4,2,0.9764891637480686,0.7725437786539929,0.004,0.016,0.016,0.025600000000000005,STOP,station_median_peak_lag_minus_network_station_median
21260770,524545,5.0,20.0,1,1,0.5614082442081549,0.5614082442081549,0.03,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21260770,71325295,5.0,20.0,7,3,0.9917601951188154,0.845236245519064,-0.008,0.02193931022920578,0.0,0.0304,PASS,station_median_peak_lag_minus_network_station_median
21260770,71567810,5.0,20.0,7,3,0.9179043259706201,0.8195792694171254,0.004,0.015187714333192688,0.004,0.024,PASS,station_median_peak_lag_minus_network_station_median
21260770,71908906,5.0,20.0,4,2,0.9609957013697831,0.7675720481898968,0.028,0.012,0.012,0.019200000000000002,STOP,station_median_peak_lag_minus_network_station_median
21260770,72154411,5.0,20.0,2,1,0.8449804380073456,0.7279496229219212,0.002,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21260770,72359026,5.0,20.0,4,2,0.9529119081015727,0.7847112180834653,0.041999999999999996,0.018,0.018,0.0288,STOP,station_median_peak_lag_minus_network_station_median
21260771,213203,5.0,20.0,1,1,0.9407798803791526,0.9407798803791526,0.3,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21260771,30066019,5.0,20.0,1,1,0.9068974675387516,0.9068974675387516,0.23,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21260771,40220017,5.0,20.0,7,3,0.9095071633529792,0.7880190953535683,0.012,0.0046188021535170055,0.0,0.0063999999999999994,PASS,station_median_peak_lag_minus_network_station_median
21260771,40237728,5.0,20.0,7,3,0.919182818389825,0.804999503064072,0.004,0.0034641016151377548,0.0,0.0048000000000000004,PASS,station_median_peak_lag_minus_network_station_median
21260771,51214531,5.0,20.0,4,2,0.9216003834931823,0.7382772164414267,0.003,0.007,0.007,0.0112,STOP,station_median_peak_lag_minus_network_station_median
21260771,524545,5.0,20.0,1,1,0.5819915765621249,0.5819915765621249,0.02,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21260771,71325295,5.0,20.0,7,3,0.9225441491288371,0.8053824159997943,0.004,0.0034641016151377548,0.0,0.0048000000000000004,PASS,station_median_peak_lag_minus_network_station_median
21260771,71567810,5.0,20.0,7,3,0.8533817770679578,0.751848041552424,0.012,0.0046188021535170055,0.0,0.0063999999999999994,PASS,station_median_peak_lag_minus_network_station_median
21260771,71908906,5.0,20.0,4,2,0.9081724286361236,0.7231507786493652,0.028999999999999998,0.0009999999999999992,0.0009999999999999992,0.0016000000000000007,STOP,station_median_peak_lag_minus_network_station_median
21260771,72154411,5.0,20.0,2,1,0.7908321899039008,0.6906874517894721,0.012,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
21260771,72359026,5.0,20.0,4,2,0.901224673918513,0.7337693236698388,0.043,0.007000000000000003,0.007000000000000003,0.011200000000000009,STOP,station_median_peak_lag_minus_network_station_median
213203,30066019,5.0,20.0,1,1,0.8980249497980047,0.8980249497980047,-0.06,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
213203,40220017,5.0,20.0,1,1,0.9510189698670982,0.9510189698670982,-0.28,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
213203,40237728,5.0,20.0,1,1,0.97072210671041,0.97072210671041,-0.28,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
213203,51214531,5.0,20.0,1,1,0.9535382489883343,0.9535382489883343,-0.29,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
213203,524545,5.0,20.0,1,1,0.5638370440338645,0.5638370440338645,-0.28,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
213203,71325295,5.0,20.0,1,1,0.966495637060351,0.966495637060351,-0.28,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
213203,71567810,5.0,20.0,1,1,0.9562059848711947,0.9562059848711947,-0.27,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
213203,71908906,5.0,20.0,1,1,0.9499535855526337,0.9499535855526337,-0.27,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
213203,72359026,5.0,20.0,1,1,0.9544501545626718,0.9544501545626718,-0.25,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
30066019,40220017,5.0,20.0,1,1,0.907150858969939,0.907150858969939,-0.21,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
30066019,40237728,5.0,20.0,1,1,0.9101666108147571,0.9101666108147571,-0.22,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
30066019,51214531,5.0,20.0,1,1,0.8904384810415626,0.8904384810415626,-0.23,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
30066019,524545,5.0,20.0,1,1,0.5285728376969158,0.5285728376969158,-0.22,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
30066019,71325295,5.0,20.0,1,1,0.9175269110187959,0.9175269110187959,-0.22,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
30066019,71567810,5.0,20.0,1,1,0.8824523046105011,0.8824523046105011,-0.21,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
30066019,71908906,5.0,20.0,1,1,0.9056103111186742,0.9056103111186742,-0.2,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
30066019,72359026,5.0,20.0,1,1,0.8993124044864587,0.8993124044864587,-0.19,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
40220017,40237728,5.0,20.0,30,11,0.9941902041572914,0.924428234262706,-0.008,0.0020056737702645643,0.0,0.004,PASS,station_median_peak_lag_minus_network_station_median
40220017,51214531,5.0,20.0,29,11,0.9883388696556137,0.9626490726489689,-0.012,0.002832441927511891,0.0005000000000000004,0.004,PASS,station_median_peak_lag_minus_network_station_median
40220017,524545,5.0,20.0,1,1,0.54948048141768,0.54948048141768,-0.01,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
40220017,71325295,5.0,20.0,32,11,0.992617073152182,0.9610312712850538,-0.008,0.0027633971188310296,0.0,0.004,PASS,station_median_peak_lag_minus_network_station_median
40220017,71567810,5.0,20.0,28,10,0.9860394059540347,0.8882756125852119,0.002,0.004816637831516918,0.002,0.0088,PASS,station_median_peak_lag_minus_network_station_median
40220017,71908906,5.0,20.0,28,10,0.9906767782711116,0.9433846146964123,0.016,0.005692099788303083,0.0,0.011,PASS,station_median_peak_lag_minus_network_station_median
40220017,72154411,5.0,20.0,22,8,0.987992300649629,0.974427641369843,0.032,0.0025495097567963935,0.0010000000000000009,0.0052,PASS,station_median_peak_lag_minus_network_station_median
40220017,72359026,5.0,20.0,22,8,0.9755394891659985,0.9375702497347328,0.028,0.004301162633521313,0.004,0.009800000000000003,PASS,station_median_peak_lag_minus_network_station_median
40237728,51214531,5.0,20.0,27,11,0.9932302031552958,0.9298418329751417,-0.008,0.0027633971188310296,0.0,0.004,PASS,station_median_peak_lag_minus_network_station_median
40237728,524545,5.0,20.0,1,1,0.5591218238049939,0.5591218238049939,0.0,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
40237728,71325295,5.0,20.0,30,11,0.9964915221972883,0.9789317420605234,0.0,0.0018090680674665818,0.0,0.0,PASS,station_median_peak_lag_minus_network_station_median
40237728,71567810,5.0,20.0,25,10,0.9732407590516108,0.8518979806735847,0.009000000000000001,0.004312771730569565,0.002000000000000001,0.008199999999999999,PASS,station_median_peak_lag_minus_network_station_median
40237728,71908906,5.0,20.0,24,10,0.9929087693008367,0.9618776690337358,0.024,0.005865151319446072,0.002,0.0144,PASS,station_median_peak_lag_minus_network_station_median
40237728,72154411,5.0,20.0,20,8,0.9883900230813984,0.9648049968008527,0.038,0.003082207001484488,0.0020000000000000018,0.006600000000000002,PASS,station_median_peak_lag_minus_network_station_median
40237728,72359026,5.0,20.0,21,8,0.9743680457169847,0.9448378579995125,0.036,0.0033911649915626327,0.0009999999999999974,0.006399999999999996,PASS,station_median_peak_lag_minus_network_station_median
51214531,524545,5.0,20.0,1,1,0.5523773850324286,0.5523773850324286,0.01,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
51214531,71325295,5.0,20.0,29,11,0.9926597894914483,0.9244635202740265,0.008,0.0023403573930647274,0.0,0.0045000000000000005,PASS,station_median_peak_lag_minus_network_station_median
51214531,71567810,5.0,20.0,23,10,0.9814965700260829,0.9003266956883992,0.02,0.003162277660168379,0.004,0.008,PASS,station_median_peak_lag_minus_network_station_median
51214531,71908906,5.0,20.0,25,10,0.9952807065212136,0.9863909974999643,0.032,0.004560701700396552,0.002,0.005199999999999996,PASS,station_median_peak_lag_minus_network_station_median
51214531,72154411,5.0,20.0,22,9,0.9911702158310844,0.9735811590662969,0.044,0.003590109871423006,0.0,0.006400000000000003,PASS,station_median_peak_lag_minus_network_station_median
51214531,72359026,5.0,20.0,23,9,0.9824665230452492,0.9417416238902087,0.04,0.0035276684147527862,0.0,0.004799999999999999,PASS,station_median_peak_lag_minus_network_station_median
524545,71325295,5.0,20.0,1,1,0.5574357434829665,0.5574357434829665,0.0,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
524545,71567810,5.0,20.0,1,1,0.5550315878256632,0.5550315878256632,0.01,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
524545,71908906,5.0,20.0,1,1,0.5539837635139374,0.5539837635139374,0.01,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
524545,72359026,5.0,20.0,1,1,0.5433403416580278,0.5433403416580278,0.03,0.0,0.0,nan,STOP,station_median_peak_lag_minus_network_station_median
71325295,71567810,5.0,20.0,27,10,0.9844500725322911,0.917166285070939,0.008,0.004427188724235731,0.0,0.008,PASS,station_median_peak_lag_minus_network_station_median
71325295,71908906,5.0,20.0,26,10,0.9921127719115534,0.9709326659930693,0.024,0.004427188724235732,0.0,0.0013999999999999985,PASS,station_median_peak_lag_minus_network_station_median
71325295,72154411,5.0,20.0,24,9,0.9901659609716986,0.9805210213435965,0.04,0.002748737083745109,0.001999999999999995,0.004400000000000001,PASS,station_median_peak_lag_minus_network_station_median
71325295,72359026,5.0,20.0,25,9,0.9770224455535279,0.9562096154770426,0.036,0.0024944382578492934,0.0,0.004799999999999992,PASS,station_median_peak_lag_minus_network_station_median
71567810,71908906,5.0,20.0,29,11,0.9782590949526361,0.8896487654740525,0.01,0.005460602697338621,0.006,0.012,PASS,station_median_peak_lag_minus_network_station_median
71567810,72154411,5.0,20.0,23,9,0.9775922303517421,0.8395860234494374,0.028,0.004807401700618653,0.004,0.012,PASS,station_median_peak_lag_minus_network_station_median
71567810,72359026,5.0,20.0,23,9,0.9618062190598707,0.8837110980326952,0.028,0.006359594676112971,0.004,0.014000000000000002,PASS,station_median_peak_lag_minus_network_station_median
71908906,72154411,5.0,20.0,28,11,0.9910250347336658,0.7762893650066763,0.016,0.05799059484872604,0.004,0.008,PASS,station_median_peak_lag_minus_network_station_median
71908906,72359026,5.0,20.0,28,11,0.9773860556134204,0.828462664078506,0.012,0.00578399044384977,0.004,0.012,PASS,station_median_peak_lag_minus_network_station_median
72154411,72359026,5.0,20.0,26,10,0.9851443347978911,0.9278957285738599,-0.002,0.002,0.002,0.004,PASS,station_median_peak_lag_minus_network_station_median
