interval_id,trace_id,status,reason,maximum_positive_gap_s,native_sample_rate_hz,target_sample_rate_hz,sample_count,request_start_utc,request_end_utc
heldout_04,BK.PKD.HHE,usable,,0.0,100.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BK.PKD.HHN,usable,,0.0,100.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BK.PKD.HHZ,usable,,0.0,100.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.EADB.DP1,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.EADB.DP2,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.EADB.DP3,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.JCNB.DP3,rejected,gap_exceeds_limit,1369.7000000476837,,,,,
heldout_04,BP.JCSB.DP2,rejected,coverage_or_nyquist_failure,0.0,250.0,,,,
heldout_04,BP.JCSB.DP3,rejected,gap_exceeds_limit,362.69600009918213,,,,,
heldout_04,BP.LCCB.DP1,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.LCCB.DP2,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.LCCB.DP3,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.MMNB.DP1,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.MMNB.DP2,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.MMNB.DP3,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.SCYB.DP1,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.SCYB.DP2,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.SCYB.DP3,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.SMNB.DP1,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.SMNB.DP2,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,BP.SMNB.DP3,usable,,0.0,250.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,NC.PSM.EHE,usable,,0.0,100.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,NC.PSM.EHN,usable,,0.0,100.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
heldout_04,NC.PSM.EHZ,usable,,0.0,100.0,100.0,363000,2024-06-18T12:09:38.565Z,2024-06-18T13:10:08.565Z
