column_index,locus_index,filtered_rms_phase_rad,finite,nonzero,usable,reason,amplitude_based_selection_used
0,0,0.19706423440133686,True,True,True,,False
5,5,0.2764640438546379,True,True,True,,False
10,10,0.2590392365122096,True,True,True,,False
15,15,0.2216093088410802,True,True,True,,False
20,20,0.05361704698449676,True,True,True,,False
25,25,0.017826680884881794,True,True,True,,False
30,30,0.012007319008571772,True,True,True,,False
35,35,0.06202130929808571,True,True,True,,False
40,40,0.0075538777406202375,True,True,True,,False
45,45,0.014214599607612566,True,True,True,,False
50,50,0.0072372936184477935,True,True,True,,False
55,55,0.006773797685706621,True,True,True,,False
60,60,0.008276434071689915,True,True,True,,False
65,65,0.008907932342167366,True,True,True,,False
70,70,0.007679449446746286,True,True,True,,False
75,75,0.027683250462713988,True,True,True,,False
80,80,0.01489659351045084,True,True,True,,False
85,85,0.01045567506381047,True,True,True,,False
90,90,0.006834399735742406,True,True,True,,False
95,95,0.008549355756409754,True,True,True,,False
100,100,0.007657017502687639,True,True,True,,False
105,105,0.007208432505807493,True,True,True,,False
110,110,0.006564331790351562,True,True,True,,False
115,115,0.010049987952275442,True,True,True,,False
120,120,0.007598222157602168,True,True,True,,False
125,125,0.006317110227018726,True,True,True,,False
130,130,0.0057750205882569116,True,True,True,,False
135,135,0.014361745510660537,True,True,True,,False
140,140,0.012909632693759889,True,True,True,,False
145,145,0.006390707730772478,True,True,True,,False
150,150,0.01890821246652636,True,True,True,,False
155,155,0.010940284750813862,True,True,True,,False
160,160,0.01236396039614041,True,True,True,,False
165,165,0.00952887957951934,True,True,True,,False
170,170,0.011201330048296794,True,True,True,,False
175,175,0.013598234684562845,True,True,True,,False
180,180,0.021760371566489075,True,True,True,,False
185,185,0.03650921808185213,True,True,True,,False
190,190,0.014893092314782341,True,True,True,,False
195,195,0.007069918533032037,True,True,True,,False
200,200,0.005535520442182575,True,True,True,,False
205,205,0.0064755796359251706,True,True,True,,False
210,210,0.023006058445673893,True,True,True,,False
215,215,0.0067294793549948,True,True,True,,False
220,220,0.006933927085371661,True,True,True,,False
225,225,0.014674698019706165,True,True,True,,False
230,230,0.022683692172218252,True,True,True,,False
235,235,0.010032597198579225,True,True,True,,False
240,240,0.010794562422582242,True,True,True,,False
245,245,0.01738135191311692,True,True,True,,False
250,250,0.009299778597679692,True,True,True,,False
255,255,0.011646598665803691,True,True,True,,False
260,260,0.02872639083632179,True,True,True,,False
265,265,0.009299428782687379,True,True,True,,False
270,270,0.015212828022809568,True,True,True,,False
275,275,0.007214540171414255,True,True,True,,False
280,280,0.017949251915500005,True,True,True,,False
285,285,0.029340429548878635,True,True,True,,False
290,290,0.008520777291011113,True,True,True,,False
295,295,0.011362807665529424,True,True,True,,False
300,300,0.008539630976565066,True,True,True,,False
305,305,0.010609383009520643,True,True,True,,False
310,310,0.008272440451205294,True,True,True,,False
