replicate,maximum_score
1,1.3109455108642578
2,1.3585095405578613
3,1.324499487876892
4,1.3608088493347168
5,1.3452093601226807
6,1.3958656787872314
7,1.3621232509613037
8,1.361605167388916
9,1.3251186609268188
10,1.3802803754806519
11,1.3684241771697998
12,1.3843902349472046
13,1.329769253730774
14,1.3594121932983398
15,1.3730223178863525
16,1.356480598449707
17,1.3131732940673828
18,1.391571044921875
19,1.3671634197235107
20,1.4152560234069824
21,1.3133950233459473
22,1.3867323398590088
23,1.3485944271087646
24,1.3726232051849365
25,1.33635413646698
26,1.3678174018859863
27,1.373340129852295
28,1.403352975845337
29,1.3050307035446167
30,1.315101146697998
31,1.3257367610931396
32,1.3051162958145142
33,1.32181715965271
34,1.3499236106872559
35,1.336175799369812
36,1.3489646911621094
37,1.317527174949646
38,1.3277413845062256
39,1.3966741561889648
40,1.3307104110717773
41,1.334373950958252
42,1.3701201677322388
43,1.3292617797851562
44,1.3087459802627563
45,1.3450536727905273
46,1.3694133758544922
47,1.3944838047027588
48,1.2987312078475952
49,1.3577687740325928
50,1.3191722631454468
51,1.3096272945404053
52,1.4062871932983398
53,1.3526930809020996
54,1.3719562292099
55,1.3781458139419556
56,1.3309605121612549
57,1.3681681156158447
58,1.3489127159118652
59,1.322526454925537
60,1.3561244010925293
61,1.3914822340011597
62,1.3718140125274658
63,1.3361444473266602
64,1.3523484468460083
65,1.3434722423553467
66,1.4078632593154907
67,1.4620600938796997
68,1.3631551265716553
69,1.3399057388305664
70,1.322944164276123
71,1.5032143592834473
72,1.3192745447158813
73,1.3452093601226807
74,1.3711347579956055
75,1.4264334440231323
76,1.323655128479004
77,1.361377239227295
78,1.3554836511611938
79,1.308936357498169
80,1.3578481674194336
81,1.352941632270813
82,1.3765602111816406
83,1.3495646715164185
84,1.334385871887207
85,1.3621801137924194
86,1.3479115962982178
87,1.3475985527038574
88,1.3505351543426514
89,1.366058349609375
90,1.3677668571472168
91,1.413849115371704
92,1.3568108081817627
93,1.3162050247192383
94,1.3470847606658936
95,1.337719440460205
96,1.332341194152832
97,1.3657722473144531
98,1.3707337379455566
99,1.3351023197174072
100,1.3335092067718506
101,1.3153455257415771
102,1.3213286399841309
103,1.33565092086792
104,1.2944300174713135
105,1.3586806058883667
106,1.36328125
107,1.3162457942962646
108,1.2928557395935059
109,1.3543305397033691
110,1.3542526960372925
111,1.348623275756836
112,1.3369948863983154
113,1.3334579467773438
114,1.342434048652649
115,1.4090309143066406
116,1.4005478620529175
117,1.3490676879882812
118,1.3696138858795166
119,1.325742483139038
120,1.325072169303894
121,1.370866060256958
122,1.3961567878723145
123,1.3681213855743408
124,1.3661937713623047
125,1.3211102485656738
126,1.3245930671691895
127,1.3443673849105835
128,1.385800838470459
129,1.3158235549926758
130,1.3403939008712769
131,1.3225469589233398
132,1.3318417072296143
133,1.361303687095642
134,1.3217984437942505
135,1.3799591064453125
136,1.34371018409729
137,1.3334507942199707
138,1.384753704071045
139,1.3379371166229248
140,1.3356897830963135
141,1.3431396484375
142,1.3682820796966553
143,1.289287805557251
144,1.363245964050293
145,1.3611974716186523
146,1.3257901668548584
147,1.3938944339752197
148,1.387871265411377
149,1.3788139820098877
150,1.4492628574371338
151,1.3745179176330566
152,1.385840892791748
153,1.4007315635681152
154,1.4040889739990234
155,1.3751417398452759
156,1.3583801984786987
157,1.342434048652649
158,1.410869836807251
159,1.3704800605773926
160,1.3991321325302124
161,1.3678196668624878
162,1.436445713043213
163,1.3189423084259033
164,1.393744945526123
165,1.3841073513031006
166,1.40255606174469
167,1.373194694519043
168,1.462849497795105
169,1.344468116760254
170,1.3191248178482056
171,1.4377532005310059
172,1.4216015338897705
173,1.3462274074554443
174,1.5111912488937378
175,1.3878529071807861
176,1.3144965171813965
177,1.3327972888946533
178,1.3579859733581543
179,1.3405530452728271
180,1.386046290397644
181,1.3220828771591187
182,1.3341200351715088
183,1.356109857559204
184,1.3591914176940918
185,1.33536696434021
186,1.3706400394439697
187,1.435402512550354
188,1.301688313484192
189,1.384031891822815
190,1.334747314453125
191,1.3657405376434326
192,1.3684180974960327
193,1.3379371166229248
194,1.30986487865448
195,1.369797706604004
196,1.3731412887573242
197,1.3381855487823486
198,1.368086338043213
199,1.357917070388794
