event_id,origin_time,latitude,longitude,depth_km,magnitude,horizontal_distance_m,east_m,north_m,depth_difference_km,requested_start_utc,requested_end_utc,coverage_complete,coverage_segment_id,intersecting_file_count,source_files,source_files_exist,family_neighborhood_gate,nomination_status,family_label,waveform_access_status
75100786,2024-12-10T06:11:35.430Z,35.98867,-120.54283,2.54,0.7,4688.199129505616,3126.1679515969868,-3493.7494209380734,-2.2910000000000004,2024-12-10T06:11:25.430Z,2024-12-10T06:12:05.430Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-10T061106Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75101591,2024-12-11T06:46:59.250Z,36.00117,-120.56067,3.81,2.0,2596.465366025793,1521.7135138380052,-2103.810918018596,-1.0210000000000004,2024-12-11T06:46:49.250Z,2024-12-11T06:47:29.250Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-11T064606Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-11T064706Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75105061,2024-12-18T23:51:30.230Z,35.977,-120.52317,2.8,0.0,6849.211796681644,4894.305521458676,-4791.396007263657,-2.0310000000000006,2024-12-18T23:51:20.230Z,2024-12-18T23:52:00.230Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-18T235106Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75105066,2024-12-19T00:00:22.060Z,35.98034,-120.54034,2.49,0.7,5546.139491845605,3350.1080609024584,-4420.004439283495,-2.341,2024-12-19T00:00:12.060Z,2024-12-19T00:00:52.060Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-19T000006Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75105406,2024-12-19T17:58:16.690Z,36.01167,-120.567,2.39,0.8,1335.5491134112842,952.4199829525488,-936.2625755664562,-2.4410000000000003,2024-12-19T17:58:06.690Z,2024-12-19T17:58:46.690Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-19T175806Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75106186,2024-12-21T06:54:40.180Z,35.92317,-120.4925,9.74,1.7,13217.683386626975,7652.636104756188,-10777.027176234493,4.909,2024-12-21T06:54:30.180Z,2024-12-21T06:55:10.180Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-21T065406Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-21T065506Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75106666,2024-12-22T12:09:29.360Z,36.0665,-120.666,5.62,1.3,9479.101397712118,-7951.222917164335,5160.563673637652,0.7889999999999997,2024-12-22T12:09:19.360Z,2024-12-22T12:09:59.360Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-22T120906Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75106931,2024-12-23T07:49:42.620Z,35.98017,-120.543,3.28,0.7,5420.467510979649,3110.878867828091,-4438.907602922876,-1.5510000000000006,2024-12-23T07:49:32.620Z,2024-12-23T07:50:12.620Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-23T074906Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-23T075006Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75106936,2024-12-23T08:16:14.800Z,35.9805,-120.54266,3.33,0.9,5408.16360663562,3141.4570353646045,-4402.213226446014,-1.5010000000000003,2024-12-23T08:16:04.800Z,2024-12-23T08:16:44.800Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-23T081506Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-23T081606Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75109116,2024-12-29T01:26:29.780Z,35.95567,-120.513,9.95,1.4,9222.536409508459,5808.952473924116,-7163.187068644798,5.118999999999999,2024-12-29T01:26:19.780Z,2024-12-29T01:26:59.780Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-29T012606Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75109571,2024-12-30T03:21:19.730Z,36.02383,-120.59,-0.74,0.8,1191.0640989051165,-1116.103115055256,415.8696000726809,-5.571000000000001,2024-12-30T03:21:09.730Z,2024-12-30T03:21:49.730Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-30T032106Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75109601,2024-12-30T04:39:32.700Z,36.0525,-120.61317,5.89,1.0,4819.446748121558,-3199.9152968294,3603.832550368659,1.0589999999999993,2024-12-30T04:39:22.700Z,2024-12-30T04:40:02.700Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-30T043906Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75109596,2024-12-30T04:39:32.700Z,36.0515,-120.6105,6.02,0.9,4578.0841057060625,-2959.786745887327,3492.6374701345953,1.1889999999999992,2024-12-30T04:39:22.700Z,2024-12-30T04:40:02.700Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-30T043906Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75109821,2024-12-30T18:17:32.580Z,35.99267,-120.564,3.71,1.7,3284.8214947134247,1222.2273435621514,-3048.969100004188,-1.1210000000000004,2024-12-30T18:17:22.580Z,2024-12-30T18:18:02.580Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-30T181706Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75111066,2025-01-02T00:14:00.300Z,36.10534,-120.492,-0.4,1.0,12211.132776335618,7697.6039981913345,9479.380589908118,-5.231000000000001,2025-01-02T00:13:50.300Z,2025-01-02T00:14:30.300Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-02T001306Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-02T001406Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75114111,2025-01-07T17:46:30.720Z,36.03717,-120.59683,5.22,0.5,2569.2737393273824,-1730.364539375859,1899.2119703887402,0.38899999999999935,2025-01-07T17:46:20.720Z,2025-01-07T17:47:00.720Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-07T174606Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75115481,2025-01-10T17:03:22.120Z,36.0155,-120.571,4.35,1.6,782.1503093974408,592.6768354726528,-510.38541827195115,-0.48100000000000076,2025-01-10T17:03:12.120Z,2025-01-10T17:03:52.120Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-10T170306Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75115646,2025-01-10T23:05:32.250Z,36.06233,-120.63917,-0.72,0.8,7261.738742073824,-5538.24575544553,4696.880189064386,-5.551,2025-01-10T23:05:22.250Z,2025-01-10T23:06:02.250Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-10T230506Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75115861,2025-01-11T11:58:42.340Z,36.139,-120.736,5.8,0.9,19436.97549394039,-14246.727998055487,13222.206990569357,0.9689999999999994,2025-01-11T11:58:32.340Z,2025-01-11T11:59:12.340Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-11T115806Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-11T115906Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75117391,2025-01-15T03:00:06.440Z,36.07133,-120.62917,2.88,1.0,7347.267233606352,-4638.887886747707,5697.635911166221,-1.9510000000000005,2025-01-15T02:59:56.440Z,2025-01-15T03:00:36.440Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-15T025906Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-15T030006Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75118146,2025-01-16T19:52:54.180Z,35.904,-120.46817,9.74,0.2,16231.87403424645,9840.773799300538,-12908.636864310814,4.909,2025-01-16T19:52:44.180Z,2025-01-16T19:53:24.180Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-16T195206Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-16T195306Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75119236,2025-01-18T17:23:37.300Z,36.12567,-120.69283,6.04,2.5,15660.258400296745,-10364.200078883141,11739.976571055986,1.2089999999999996,2025-01-18T17:23:27.300Z,2025-01-18T17:24:07.300Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-18T172306Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-18T172406Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75119551,2025-01-19T06:08:54.080Z,36.064,-120.6205,5.79,2.1,6223.547644947884,-3859.1446145864284,4882.575973054072,0.9589999999999996,2025-01-19T06:08:44.080Z,2025-01-19T06:09:24.080Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-19T060806Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-19T060906Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75119786,2025-01-19T15:38:52.020Z,36.0575,-120.62283,4.73,0.9,5818.786916561359,-4068.6949979919887,4159.807951535818,-0.10099999999999998,2025-01-19T15:38:42.020Z,2025-01-19T15:39:22.020Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-19T153806Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-19T153906Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75119846,2025-01-19T18:53:45.480Z,36.06167,-120.6255,5.21,2.0,6320.018467982596,-4308.82354893534,4623.491436109874,0.37899999999999956,2025-01-19T18:53:35.480Z,2025-01-19T18:54:15.480Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-19T185306Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-19T185406Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75120101,2025-01-20T05:14:48.490Z,36.0205,-120.57867,3.91,1.0,107.29776174163695,-97.1306498196103,45.58998289520769,-0.9210000000000003,2025-01-20T05:14:38.490Z,2025-01-20T05:15:18.490Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-20T051406Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-20T051506Z.h5,True,True,prospective_candidate_waveform_verification_required,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75120116,2025-01-20T05:24:29.130Z,36.01983,-120.57767,4.27,2.1,29.792546611089172,-7.1948629493167475,-28.910720861204236,-0.5610000000000008,2025-01-20T05:24:19.130Z,2025-01-20T05:24:59.130Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-20T052406Z.h5,True,True,prospective_candidate_waveform_verification_required,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75121356,2025-01-22T18:27:35.650Z,36.05983,-120.62666,4.8,1.6,6245.197792349444,-4413.149061704267,4418.892488480017,-0.031000000000000583,2025-01-22T18:27:25.650Z,2025-01-22T18:28:05.650Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-22T182706Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75121411,2025-01-22T21:17:00.430Z,36.01083,-120.57233,2.4,1.3,1133.137619917104,473.06223893610803,-1029.6664429630384,-2.4310000000000005,2025-01-22T21:16:50.430Z,2025-01-22T21:17:30.430Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-22T211606Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-22T211706Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75121531,2025-01-23T02:51:45.160Z,36.103,-120.68,3.8,1.9,13031.631611838708,-9210.323933343332,9219.18410216202,-1.0310000000000006,2025-01-23T02:51:35.160Z,2025-01-23T02:52:15.160Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-23T025106Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-23T025206Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75121641,2025-01-23T10:22:23.420Z,36.062,-120.62366,4.97,1.0,6235.752742040427,-4143.341701094664,4660.185812586735,0.13899999999999935,2025-01-23T10:22:13.420Z,2025-01-23T10:22:53.420Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-23T102206Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75121816,2025-01-23T19:56:04.480Z,35.9645,-120.52016,10.24,1.8,8055.200045030522,5165.012239935984,-6181.334510182344,5.409,2025-01-23T19:55:54.480Z,2025-01-23T19:56:34.480Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-23T195506Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-23T195606Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75121971,2025-01-24T02:17:17.930Z,36.01283,-120.57267,2.91,0.6,920.5906526369037,442.4840713995948,-807.2762824957008,-1.9210000000000003,2025-01-24T02:17:07.930Z,2025-01-24T02:17:47.930Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-24T021706Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75122106,2025-01-24T08:55:20.460Z,36.05667,-120.62466,1.67,1.0,5870.717586856021,-4233.277487964958,4067.5160349419243,-3.1610000000000005,2025-01-24T08:55:10.460Z,2025-01-24T08:55:50.460Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-01-24T085506Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75127391,2025-02-03T07:19:21.530Z,36.038,-120.59783,3.49,1.0,2698.069867441472,-1820.3003262461527,1991.503886981844,-1.3410000000000002,2025-02-03T07:19:11.530Z,2025-02-03T07:19:51.530Z,True,109,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-03T071906Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75127591,2025-02-03T19:37:11.880Z,36.03633,-120.59666,3.61,1.3,2490.467169681615,-1715.0754556082413,1805.8081029921584,-1.2210000000000005,2025-02-03T19:37:01.880Z,2025-02-03T19:37:41.880Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-03T193606Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-03T193706Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75127646,2025-02-03T23:37:39.200Z,36.0045,-120.56416,3.55,0.6,2112.818610680034,1207.8376176622398,-1733.5313008411229,-1.2810000000000006,2025-02-03T23:37:29.200Z,2025-02-03T23:38:09.200Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-03T233706Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-03T233806Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75127691,2025-02-04T01:08:54.190Z,35.99117,-120.54816,4.55,2.1,4164.940301739014,2646.810207580546,-3215.7617203544937,-0.2810000000000006,2025-02-04T01:08:44.190Z,2025-02-04T01:09:24.190Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-04T010806Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-04T010906Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75127741,2025-02-04T05:27:50.300Z,35.99017,-120.54933,3.73,0.7,4186.6809739863165,2541.585336942635,-3326.956800587768,-1.1010000000000004,2025-02-04T05:27:40.300Z,2025-02-04T05:28:20.300Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-04T052706Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-04T052806Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75127856,2025-02-04T14:42:05.580Z,35.94883,-120.38983,5.49,0.3,18653.00475761469,16886.34334268544,-7923.761417441813,0.6589999999999998,2025-02-04T14:41:55.580Z,2025-02-04T14:42:35.580Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-04T144106Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-04T144206Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75128756,2025-02-06T21:30:08.110Z,35.97933,-120.537,7.49,1.3,5819.617745837327,3650.493589047296,-4532.311470319457,2.659,2025-02-06T21:29:58.110Z,2025-02-06T21:30:38.110Z,True,109,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-06T212906Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-06T213006Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75128961,2025-02-07T12:50:56.980Z,35.98734,-120.54667,3.91,0.8,4581.971536963699,2780.814530015724,-3641.6388776482095,-0.9210000000000003,2025-02-07T12:50:46.980Z,2025-02-07T12:51:26.980Z,True,113,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2025-02-07T091146Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-07T125007Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2025-02-07T091146Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-07T125107Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75129957,2025-02-08T17:03:03.180Z,35.92567,-120.47134,3.71,0.2,14196.506599254284,9555.677354923317,-10499.039475650912,-1.1210000000000004,2025-02-08T17:02:53.180Z,2025-02-08T17:03:33.180Z,True,113,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2025-02-07T091146Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-08T170207Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2025-02-07T091146Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-08T170307Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75130112,2025-02-08T20:53:42.340Z,35.8915,-120.44234,10.1,1.1,18772.523994477237,12163.81517414905,-14298.57536723029,5.268999999999999,2025-02-08T20:53:32.340Z,2025-02-08T20:54:12.340Z,True,113,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2025-02-07T091146Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-08T205307Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2025-02-07T091146Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-08T205407Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
75131397,2025-02-11T00:23:28.150Z,35.94683,-120.48734,12.33,0.4,11499.594852538361,8116.704765005011,-8146.15157790915,7.499,2025-02-11T00:23:18.150Z,2025-02-11T00:23:58.150Z,True,113,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2025-02-07T091146Z/SAFOD-Zumberge-16mGL-500HzFs_2025-02-11T002307Z.h5,True,False,not_nominated,,EMBARGOED_UNTIL_NETWORK_MODEL_FROZEN
