column_index,locus_index,filtered_rms_phase_rad,finite,nonzero,usable,reason,amplitude_based_selection_used
0,0,0.04864899802520255,True,True,True,,False
5,5,0.04385243690651103,True,True,True,,False
10,10,0.08825393671284548,True,True,True,,False
15,15,0.01929722475507082,True,True,True,,False
20,20,0.002856460721244663,True,True,True,,False
25,25,0.0025115360419272832,True,True,True,,False
30,30,0.0024573937220721226,True,True,True,,False
35,35,0.002377043580150016,True,True,True,,False
40,40,0.003162709971247837,True,True,True,,False
45,45,0.00298320879007449,True,True,True,,False
50,50,0.011437294802222499,True,True,True,,False
55,55,0.011225221895557502,True,True,True,,False
60,60,0.012594156273962558,True,True,True,,False
65,65,0.0029957750516411527,True,True,True,,False
70,70,0.0025177110605507295,True,True,True,,False
75,75,0.0024243132106617567,True,True,True,,False
80,80,0.002277025680495652,True,True,True,,False
85,85,0.0024954610073945316,True,True,True,,False
90,90,0.0026296394610406315,True,True,True,,False
95,95,0.0022056286929385944,True,True,True,,False
100,100,0.002305749081789317,True,True,True,,False
105,105,0.002394871593408212,True,True,True,,False
110,110,0.0024043470486988026,True,True,True,,False
115,115,0.002348623194690618,True,True,True,,False
120,120,0.0023181883614801103,True,True,True,,False
125,125,0.0023232666924472944,True,True,True,,False
130,130,0.002220909066564265,True,True,True,,False
135,135,0.002581507260772334,True,True,True,,False
140,140,0.002361573346056472,True,True,True,,False
145,145,0.002285492253354848,True,True,True,,False
150,150,0.0027751340392470764,True,True,True,,False
155,155,0.0022678214651118797,True,True,True,,False
160,160,0.002289215274447258,True,True,True,,False
165,165,0.002465283278843321,True,True,True,,False
170,170,0.0023761075825907666,True,True,True,,False
175,175,0.002288281138790103,True,True,True,,False
180,180,0.0025910224272152633,True,True,True,,False
185,185,0.002706986329503766,True,True,True,,False
190,190,0.0025733292937905813,True,True,True,,False
195,195,0.0024973486023116965,True,True,True,,False
200,200,0.0026281132117096555,True,True,True,,False
205,205,0.002836858188073108,True,True,True,,False
210,210,0.002356520077211303,True,True,True,,False
215,215,0.002472322743443639,True,True,True,,False
220,220,0.0026760806755449233,True,True,True,,False
225,225,0.002570932738993181,True,True,True,,False
230,230,0.002369354935149137,True,True,True,,False
235,235,0.002606290518482236,True,True,True,,False
240,240,0.0026115124773377,True,True,True,,False
245,245,0.002673977934477121,True,True,True,,False
250,250,0.0029086752806377555,True,True,True,,False
255,255,0.002528428056760203,True,True,True,,False
260,260,0.0024358639458818294,True,True,True,,False
265,265,0.002942554601091925,True,True,True,,False
270,270,0.0025023920226852447,True,True,True,,False
275,275,0.0025574717750361754,True,True,True,,False
280,280,0.002754458514738221,True,True,True,,False
285,285,0.0026912749660237714,True,True,True,,False
290,290,0.0025482238821238484,True,True,True,,False
295,295,0.0028208192665465045,True,True,True,,False
300,300,0.0027311635144932752,True,True,True,,False
305,305,0.002876238351032774,True,True,True,,False
310,310,0.0028865377685365593,True,True,True,,False
315,315,0.0025904044105106664,True,True,True,,False
320,320,0.002743918897517722,True,True,True,,False
325,325,0.002822706044297129,True,True,True,,False
330,330,0.0026395036062432905,True,True,True,,False
335,335,0.0025711233106481338,True,True,True,,False
340,340,0.0026117241021340787,True,True,True,,False
345,345,0.002567321269869714,True,True,True,,False
350,350,0.002760001611029631,True,True,True,,False
355,355,0.003253648662855565,True,True,True,,False
