pair_name,reference_event_id,comparison_event_id,trace_id,reference_trace_id,comparison_trace_id,reference_location,comparison_location,station,component,sample_rate_hz,band,band_low_hz,band_high_hz,reference_snr,comparison_snr,correlation,lag_s,usable
deep_named_75336682_anchor_51214531,75336682,51214531,BP.JCSB.DP3,BP.JCSB.40.DP3,BP.JCSB..DP3,40,,JCSB,DP3,250.0,2.0-10.0Hz,2.0,10.0,10.299562382137927,0.9953798428100272,0.14302271249376836,-0.036,False
deep_named_75336682_anchor_51214531,75336682,51214531,BP.JCSB.DP3,BP.JCSB.40.DP3,BP.JCSB..DP3,40,,JCSB,DP3,250.0,5.0-20.0Hz,5.0,20.0,15.907183098828058,1.0057189921744092,0.11307833843971256,0.196,False
deep_named_75336682_anchor_51214531,75336682,51214531,BP.JCSB.DP3,BP.JCSB.40.DP3,BP.JCSB..DP3,40,,JCSB,DP3,250.0,10.0-40.0Hz,10.0,40.0,17.839102786588903,1.0795684761271183,0.11325112490391273,0.492,False
deep_named_75336682_anchor_51214531,75336682,51214531,BP.JCSB.DP3,BP.JCSB.40.DP3,BP.JCSB..DP3,40,,JCSB,DP3,250.0,2.0-40.0Hz,2.0,40.0,15.471224916242448,1.0400833932061937,0.09637846966056618,0.492,False
deep_named_75336682_anchor_51214531,75336682,51214531,BP.LCCB.DP1,BP.LCCB.40.DP1,BP.LCCB..DP1,40,,LCCB,DP1,250.0,2.0-10.0Hz,2.0,10.0,690.9008979365634,57.18499040453204,0.9720080207838155,-0.012,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.LCCB.DP1,BP.LCCB.40.DP1,BP.LCCB..DP1,40,,LCCB,DP1,250.0,5.0-20.0Hz,5.0,20.0,1446.960050781072,65.02017320565218,0.9759047632952983,-0.012,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.LCCB.DP1,BP.LCCB.40.DP1,BP.LCCB..DP1,40,,LCCB,DP1,250.0,10.0-40.0Hz,10.0,40.0,1117.897190606578,45.74787659674204,0.988202905701841,-0.016,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.LCCB.DP1,BP.LCCB.40.DP1,BP.LCCB..DP1,40,,LCCB,DP1,250.0,2.0-40.0Hz,2.0,40.0,800.5611939215778,51.13748371532447,0.966736638158107,-0.016,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.LCCB.DP2,BP.LCCB.40.DP2,BP.LCCB..DP2,40,,LCCB,DP2,250.0,2.0-10.0Hz,2.0,10.0,241.94870997644685,339.07191327236086,0.9945888514779856,-0.02,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.LCCB.DP2,BP.LCCB.40.DP2,BP.LCCB..DP2,40,,LCCB,DP2,250.0,5.0-20.0Hz,5.0,20.0,299.70580918181815,380.79922745145615,0.9924489325781388,-0.02,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.LCCB.DP2,BP.LCCB.40.DP2,BP.LCCB..DP2,40,,LCCB,DP2,250.0,10.0-40.0Hz,10.0,40.0,203.67826644732844,225.26153528557327,0.9858307566625866,-0.02,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.LCCB.DP2,BP.LCCB.40.DP2,BP.LCCB..DP2,40,,LCCB,DP2,250.0,2.0-40.0Hz,2.0,40.0,221.8767390013183,269.7435359163324,0.9893578436520163,-0.02,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.LCCB.DP3,BP.LCCB.40.DP3,BP.LCCB..DP3,40,,LCCB,DP3,250.0,2.0-10.0Hz,2.0,10.0,647.8554715109351,455.4043116511137,0.9636490951141613,-0.008,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.LCCB.DP3,BP.LCCB.40.DP3,BP.LCCB..DP3,40,,LCCB,DP3,250.0,5.0-20.0Hz,5.0,20.0,1143.1740879362753,611.6722687752268,0.9746559239619418,-0.012,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.LCCB.DP3,BP.LCCB.40.DP3,BP.LCCB..DP3,40,,LCCB,DP3,250.0,10.0-40.0Hz,10.0,40.0,1003.1124691936136,480.70426262605315,0.9835882579260918,-0.016,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.LCCB.DP3,BP.LCCB.40.DP3,BP.LCCB..DP3,40,,LCCB,DP3,250.0,2.0-40.0Hz,2.0,40.0,724.2210061610293,461.57774872518115,0.9534996518023798,-0.012,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.MMNB.DP1,BP.MMNB.40.DP1,BP.MMNB..DP1,40,,MMNB,DP1,250.0,2.0-10.0Hz,2.0,10.0,779.7127040822656,1.4744418828185892,0.1744658839653134,-0.124,False
deep_named_75336682_anchor_51214531,75336682,51214531,BP.MMNB.DP1,BP.MMNB.40.DP1,BP.MMNB..DP1,40,,MMNB,DP1,250.0,5.0-20.0Hz,5.0,20.0,1155.4988561241507,1.3497729850336648,0.30458602655991346,0.004,False
