event_id,origin_time,published_sequence_id,is_published_target,eligible_target_anchor_count,target_anchors_used,target_anchor_event_ids,median_target_correlation,median_target_differential_lag_rms_s,score_status,score_reason
75336682,2026-04-01T01:24:18.650Z,prospective_deep_das_candidate,False,6,6,71567810;71325295;51214531;71908906;72359026;72154411,0.9789753191388159,0.005176402245119863,PASS,eligible
75343317,2026-04-13T06:35:49.710Z,prospective_same_fiber_hard_control,False,6,6,72154411;71325295;72359026;71567810;51214531;71908906,0.39070170359828704,0.06334553244355126,PASS,eligible
