replicate,maximum_score
1,1.34343683719635
2,1.4111042022705078
3,1.3364931344985962
4,1.3768028020858765
5,1.3768364191055298
6,1.3360955715179443
7,1.337479591369629
8,1.3345224857330322
9,1.3714542388916016
10,1.3348517417907715
11,1.3255202770233154
12,1.3174283504486084
13,1.3353674411773682
14,1.3555028438568115
15,1.3228528499603271
16,1.3969180583953857
17,1.387980341911316
18,1.3273015022277832
19,1.3573968410491943
20,1.4286620616912842
21,1.3350459337234497
22,1.3467435836791992
23,1.3409290313720703
24,1.314054250717163
25,1.3211863040924072
26,1.3253452777862549
27,1.3208327293395996
28,1.366103172302246
29,1.299926519393921
30,1.3115752935409546
31,1.2992665767669678
32,1.3303884267807007
33,1.4508994817733765
34,1.3714818954467773
35,1.3399648666381836
36,1.3224115371704102
37,1.3368244171142578
38,1.3297958374023438
39,1.320167064666748
40,1.2922567129135132
41,1.3383898735046387
42,1.3488986492156982
43,1.337747573852539
44,1.3560240268707275
45,1.3272042274475098
46,1.361178994178772
47,1.3508234024047852
48,1.3216047286987305
49,1.3137872219085693
50,1.3077876567840576
51,1.3559987545013428
52,1.3426170349121094
53,1.3842074871063232
54,1.3328797817230225
55,1.355259895324707
56,1.350144386291504
57,1.346043348312378
58,1.3855648040771484
59,1.3290283679962158
60,1.4082953929901123
61,1.3623383045196533
62,1.3366413116455078
63,1.2940620183944702
64,1.361454963684082
65,1.365662693977356
66,1.3358087539672852
67,1.314880609512329
68,1.3727772235870361
69,1.342476725578308
70,1.403099536895752
71,1.33253812789917
72,1.3585611581802368
73,1.357999563217163
74,1.3480560779571533
75,1.349631428718567
76,1.3323216438293457
77,1.3014801740646362
78,1.3280491828918457
79,1.335205078125
80,1.3049012422561646
81,1.3696446418762207
82,1.325915813446045
83,1.2973906993865967
84,1.352855920791626
85,1.366826057434082
86,1.4211859703063965
87,1.3151780366897583
88,1.2980347871780396
89,1.3502223491668701
90,1.314995288848877
91,1.3089745044708252
92,1.321306586265564
93,1.318394422531128
94,1.3569890260696411
95,1.329197645187378
96,1.3508658409118652
97,1.4315767288208008
98,1.3091999292373657
99,1.338004469871521
100,1.3139500617980957
101,1.3404109477996826
102,1.371506929397583
103,1.385097622871399
104,1.3483835458755493
105,1.325915813446045
106,1.3538323640823364
107,1.3485242128372192
108,1.3455095291137695
109,1.3021540641784668
110,1.332335114479065
111,1.3665966987609863
112,1.4083635807037354
113,1.3163701295852661
114,1.3133984804153442
115,1.322155475616455
116,1.36594557762146
117,1.327448844909668
118,1.3608663082122803
119,1.309950828552246
120,1.3393419981002808
121,1.3255901336669922
122,1.3238601684570312
123,1.3289923667907715
124,1.4294054508209229
125,1.3166850805282593
126,1.2977240085601807
127,1.4543535709381104
128,1.4013004302978516
129,1.3178908824920654
130,1.3361480236053467
131,1.3343615531921387
132,1.3612306118011475
133,1.3650975227355957
134,1.3517696857452393
135,1.350553035736084
136,1.3742728233337402
137,1.3863332271575928
138,1.338463306427002
139,1.34257972240448
140,1.3996590375900269
141,1.3435485363006592
142,1.3466112613677979
143,1.3308929204940796
144,1.358325719833374
145,1.3393419981002808
146,1.35194993019104
147,1.327805757522583
148,1.407528042793274
149,1.3453975915908813
150,1.3206653594970703
151,1.423140287399292
152,1.3728212118148804
153,1.3507792949676514
154,1.3466191291809082
155,1.3294475078582764
156,1.314470648765564
157,1.3843119144439697
158,1.3762989044189453
159,1.3079838752746582
160,1.3420683145523071
161,1.317468523979187
162,1.3684577941894531
163,1.3359434604644775
164,1.3709299564361572
165,1.3436535596847534
166,1.3655929565429688
167,1.3180701732635498
168,1.2786245346069336
169,1.3330531120300293
170,1.367042899131775
171,1.3480911254882812
172,1.3575191497802734
173,1.3784242868423462
174,1.3473777770996094
175,1.31246817111969
176,1.3772084712982178
177,1.3329243659973145
178,1.372753620147705
179,1.360684871673584
180,1.3484890460968018
181,1.3897507190704346
182,1.3423213958740234
183,1.3426880836486816
184,1.454154133796692
185,1.3906209468841553
186,1.3174021244049072
187,1.3662688732147217
188,1.3388152122497559
189,1.319899320602417
190,1.3524019718170166
191,1.3082456588745117
192,1.3215093612670898
193,1.3094427585601807
194,1.4112951755523682
195,1.3007786273956299
196,1.354912519454956
197,1.3286479711532593
198,1.3204132318496704
199,1.330052137374878
