replicate,maximum_score
1,1.215911626815796
2,1.2119394540786743
3,1.2361770868301392
4,1.19046950340271
5,1.1907904148101807
6,1.2357501983642578
7,1.2756578922271729
8,1.2025346755981445
9,1.216492772102356
10,1.2127091884613037
11,1.217442512512207
12,1.2283076047897339
13,1.2933149337768555
14,1.2204985618591309
15,1.2305631637573242
16,1.2472740411758423
17,1.206533432006836
18,1.2303801774978638
19,1.2174122333526611
20,1.201664924621582
21,1.1953632831573486
22,1.203330159187317
23,1.2462167739868164
24,1.2269515991210938
25,1.2620806694030762
26,1.256004810333252
27,1.2316592931747437
28,1.256473422050476
29,1.2212285995483398
30,1.2234196662902832
31,1.2358543872833252
32,1.2291533946990967
33,1.2173038721084595
34,1.2043670415878296
35,1.25614333152771
36,1.2277332544326782
37,1.2445096969604492
38,1.215369701385498
39,1.247607707977295
40,1.2071268558502197
41,1.2329655885696411
42,1.2156739234924316
43,1.207897663116455
44,1.205138087272644
45,1.2183860540390015
46,1.260574460029602
47,1.259049415588379
48,1.2509785890579224
49,1.193558931350708
50,1.2120734453201294
51,1.222379207611084
52,1.2229995727539062
53,1.225980281829834
54,1.2192378044128418
55,1.2181282043457031
56,1.2239813804626465
57,1.295788288116455
58,1.2248711585998535
59,1.2341680526733398
60,1.1835618019104004
61,1.1928417682647705
62,1.2138569355010986
63,1.2068965435028076
64,1.2862491607666016
65,1.2068707942962646
66,1.2435345649719238
67,1.2474851608276367
68,1.2062116861343384
69,1.2044975757598877
70,1.2314926385879517
71,1.1940003633499146
72,1.2374104261398315
73,1.2148405313491821
74,1.2280954122543335
75,1.2560498714447021
76,1.1929004192352295
77,1.2108737230300903
78,1.2070584297180176
79,1.2026968002319336
80,1.2130515575408936
81,1.2396641969680786
82,1.2348188161849976
83,1.2045974731445312
84,1.1869807243347168
85,1.2236146926879883
86,1.2331173419952393
87,1.199944257736206
88,1.2125083208084106
89,1.2267144918441772
90,1.2073326110839844
91,1.2161273956298828
92,1.2279753684997559
93,1.2114830017089844
94,1.2354493141174316
95,1.2425649166107178
96,1.254382848739624
97,1.2214722633361816
98,1.1888701915740967
99,1.2489371299743652
100,1.2105331420898438
101,1.2132353782653809
102,1.2324938774108887
103,1.2305364608764648
104,1.2478933334350586
105,1.2058687210083008
106,1.2182517051696777
107,1.1974053382873535
108,1.2268552780151367
109,1.269697904586792
110,1.2472803592681885
111,1.2664129734039307
112,1.2080740928649902
113,1.2247796058654785
114,1.2286872863769531
115,1.2195312976837158
116,1.217867374420166
117,1.205329418182373
118,1.2479438781738281
119,1.283268690109253
120,1.2184497117996216
121,1.2191733121871948
122,1.2471599578857422
123,1.2056305408477783
124,1.2648214101791382
125,1.2056009769439697
126,1.2310035228729248
127,1.2275948524475098
128,1.2621798515319824
129,1.2457667589187622
130,1.2282164096832275
131,1.2087526321411133
132,1.2280240058898926
133,1.2240004539489746
134,1.2237608432769775
135,1.2109071016311646
136,1.2163186073303223
137,1.223171353340149
138,1.2524876594543457
139,1.2049181461334229
140,1.1888973712921143
141,1.2096867561340332
142,1.29571533203125
143,1.2271106243133545
144,1.2248331308364868
145,1.2567238807678223
146,1.2114348411560059
147,1.2288717031478882
148,1.2291864156723022
149,1.2206883430480957
150,1.2252804040908813
151,1.28908109664917
152,1.2038817405700684
153,1.2297463417053223
154,1.2330093383789062
155,1.2194528579711914
156,1.2341564893722534
157,1.258124589920044
158,1.203279733657837
159,1.1898701190948486
160,1.2061662673950195
161,1.2170830965042114
162,1.2076828479766846
163,1.1963424682617188
164,1.3174045085906982
165,1.217646837234497
166,1.202768325805664
167,1.213243842124939
168,1.2288627624511719
169,1.2266955375671387
170,1.2481025457382202
171,1.218942642211914
172,1.2425048351287842
173,1.2419238090515137
174,1.1974453926086426
175,1.2278659343719482
176,1.195755958557129
177,1.2165346145629883
178,1.202406644821167
179,1.2172582149505615
180,1.2110462188720703
181,1.2122056484222412
182,1.2194488048553467
183,1.25340735912323
184,1.2455925941467285
185,1.2279798984527588
186,1.206533432006836
187,1.2235801219940186
188,1.196675181388855
189,1.214063048362732
190,1.2926238775253296
191,1.2499160766601562
192,1.2349437475204468
193,1.2510989904403687
194,1.2198712825775146
195,1.2128995656967163
196,1.2126202583312988
197,1.2247090339660645
198,1.2403221130371094
199,1.2373478412628174
