column_index,locus_index,filtered_rms_phase_rad,finite,nonzero,usable,reason,amplitude_based_selection_used
0,0,1.005010482115321,True,True,True,,False
5,5,0.7683863897096973,True,True,True,,False
10,10,1.12857787768147,True,True,True,,False
15,15,0.9117730613883143,True,True,True,,False
20,20,0.4136876354113386,True,True,True,,False
25,25,0.026354519090357284,True,True,True,,False
30,30,0.009749401337064076,True,True,True,,False
35,35,0.00822418169952045,True,True,True,,False
40,40,0.010695773399847664,True,True,True,,False
45,45,0.014186929653592544,True,True,True,,False
50,50,0.03430441226248778,True,True,True,,False
55,55,0.03782060526939197,True,True,True,,False
60,60,0.0337714706193956,True,True,True,,False
65,65,0.0153665236846288,True,True,True,,False
70,70,0.013971287853354131,True,True,True,,False
75,75,0.011016370029946506,True,True,True,,False
80,80,0.008594103115369362,True,True,True,,False
85,85,0.007979794894413283,True,True,True,,False
90,90,0.005419656211260649,True,True,True,,False
95,95,0.006094170902074998,True,True,True,,False
100,100,0.0037606929981658125,True,True,True,,False
105,105,0.00464912179731858,True,True,True,,False
110,110,0.004282746178615593,True,True,True,,False
115,115,0.004793324088902653,True,True,True,,False
120,120,0.0037536923637764585,True,True,True,,False
125,125,0.0060620582330882765,True,True,True,,False
130,130,0.011894087599811594,True,True,True,,False
135,135,0.007079461745186675,True,True,True,,False
140,140,0.010499813036919629,True,True,True,,False
145,145,0.009131509177919814,True,True,True,,False
150,150,0.006428177571229862,True,True,True,,False
155,155,0.006123253470741219,True,True,True,,False
160,160,0.005289018979618828,True,True,True,,False
165,165,0.00410128968333361,True,True,True,,False
170,170,0.005531261815327499,True,True,True,,False
175,175,0.008043376343106005,True,True,True,,False
180,180,0.004436609571796124,True,True,True,,False
185,185,0.005919992978305432,True,True,True,,False
190,190,0.008526475676649325,True,True,True,,False
195,195,0.004622436531601829,True,True,True,,False
200,200,0.005151376473943684,True,True,True,,False
205,205,0.005679314776847092,True,True,True,,False
210,210,0.003839471458934987,True,True,True,,False
215,215,0.007859010614689776,True,True,True,,False
220,220,0.0038476382562316292,True,True,True,,False
225,225,0.003817581867555889,True,True,True,,False
230,230,0.011049589024259522,True,True,True,,False
235,235,0.006912419719411849,True,True,True,,False
240,240,0.013788483384564369,True,True,True,,False
245,245,0.00923119177582457,True,True,True,,False
250,250,0.008038058805963677,True,True,True,,False
255,255,0.009366761536342473,True,True,True,,False
260,260,0.009224644782919145,True,True,True,,False
265,265,0.007815856229309458,True,True,True,,False
270,270,0.006898986938943464,True,True,True,,False
275,275,0.005738967792485026,True,True,True,,False
280,280,0.007840767739713877,True,True,True,,False
285,285,0.006758708925014039,True,True,True,,False
290,290,0.007330898551276903,True,True,True,,False
295,295,0.0056379116492937635,True,True,True,,False
300,300,0.004629884740767572,True,True,True,,False
305,305,0.007710841916067333,True,True,True,,False
310,310,0.007283325880253788,True,True,True,,False
315,315,0.003750975465904792,True,True,True,,False
320,320,0.004309709795142763,True,True,True,,False
325,325,0.010459034524717548,True,True,True,,False
330,330,0.0031455186407115692,True,True,True,,False
335,335,0.004112433130649246,True,True,True,,False
340,340,0.005053340315633613,True,True,True,,False
345,345,0.004931537580467057,True,True,True,,False
350,350,0.003959226761108952,True,True,True,,False
355,355,0.005150786642701717,True,True,True,,False
360,360,0.007225436162489427,True,True,True,,False
365,365,0.004737946585864558,True,True,True,,False
370,370,0.00819747581084429,True,True,True,,False
375,375,0.007026595177656809,True,True,True,,False
380,380,0.006422576035088253,True,True,True,,False
385,385,0.008388889384210776,True,True,True,,False
390,390,0.004567170825422807,True,True,True,,False
395,395,0.005426536093618224,True,True,True,,False
400,400,0.010084801238436924,True,True,True,,False
405,405,0.005917587705233922,True,True,True,,False
410,410,0.004478200968527071,True,True,True,,False
415,415,0.005457534362567161,True,True,True,,False
420,420,0.0063313605422471355,True,True,True,,False
425,425,0.005157218991006894,True,True,True,,False
430,430,0.006477773592140718,True,True,True,,False
435,435,0.008193559400139102,True,True,True,,False
440,440,0.005089217552984171,True,True,True,,False
445,445,0.007273724662691468,True,True,True,,False
450,450,0.004922811162337445,True,True,True,,False
455,455,0.00587802941165042,True,True,True,,False
460,460,0.004665637258256235,True,True,True,,False
465,465,0.0047724255080578305,True,True,True,,False
470,470,0.004197037181309743,True,True,True,,False
475,475,0.00601144036628237,True,True,True,,False
480,480,0.005008362497305134,True,True,True,,False
485,485,0.005857843958290838,True,True,True,,False
490,490,0.006066508100400231,True,True,True,,False
495,495,0.005255001942020489,True,True,True,,False
500,500,0.005657580595487352,True,True,True,,False
505,505,0.007695195005112748,True,True,True,,False
510,510,0.004812414369705817,True,True,True,,False
515,515,0.005141736450493785,True,True,True,,False
520,520,0.014721759632799354,True,True,True,,False
525,525,0.008187953492496021,True,True,True,,False
530,530,0.004585967797163234,True,True,True,,False
535,535,0.0049873641536952035,True,True,True,,False
540,540,0.005784758322056984,True,True,True,,False
545,545,0.0037832519024275494,True,True,True,,False
550,550,0.003715722836311843,True,True,True,,False
555,555,0.008476140257013374,True,True,True,,False
560,560,0.006821311665204492,True,True,True,,False
565,565,0.004366347431299655,True,True,True,,False
570,570,0.00413791690694962,True,True,True,,False
575,575,0.006557896919582951,True,True,True,,False
580,580,0.004125320265728234,True,True,True,,False
585,585,0.004929491127155565,True,True,True,,False
590,590,0.00486531257980655,True,True,True,,False
595,595,0.00390355733812972,True,True,True,,False
600,600,0.004116032661018581,True,True,True,,False
605,605,0.005259597166490009,True,True,True,,False
610,610,0.0031724013398400737,True,True,True,,False
615,615,0.005651427158518609,True,True,True,,False
620,620,0.00603177458265494,True,True,True,,False
625,625,0.005865240414297413,True,True,True,,False
630,630,0.004760921007194153,True,True,True,,False
635,635,0.005118924437645427,True,True,True,,False
640,640,0.006020732944696616,True,True,True,,False
645,645,0.005074211066710947,True,True,True,,False
650,650,0.008550703951924692,True,True,True,,False
655,655,0.007429728318711804,True,True,True,,False
660,660,0.005023108915631303,True,True,True,,False
665,665,0.006597361246111645,True,True,True,,False
670,670,0.007821385374427824,True,True,True,,False
675,675,0.0060190802137063525,True,True,True,,False
680,680,0.006690472135190895,True,True,True,,False
685,685,0.004864209998049191,True,True,True,,False
690,690,0.010549716133620914,True,True,True,,False
695,695,0.005626636278144794,True,True,True,,False
700,700,0.0042969878152629695,True,True,True,,False
705,705,0.00632701528923551,True,True,True,,False
710,710,0.004384925550604226,True,True,True,,False
715,715,0.005025731786542701,True,True,True,,False
720,720,0.003770051009507772,True,True,True,,False
725,725,0.006558130549633522,True,True,True,,False
730,730,0.005394430031093698,True,True,True,,False
735,735,0.008040989839072388,True,True,True,,False
740,740,0.007622884343252074,True,True,True,,False
745,745,0.0054250936156020725,True,True,True,,False
750,750,0.007188238436240959,True,True,True,,False
755,755,0.00717612540900511,True,True,True,,False
760,760,0.0069921960525948035,True,True,True,,False
765,765,0.004368264341998793,True,True,True,,False
770,770,0.004798329211476025,True,True,True,,False
775,775,0.009535057659498474,True,True,True,,False
780,780,0.006176112489004757,True,True,True,,False
785,785,0.003632778672478882,True,True,True,,False
790,790,0.004197039440689768,True,True,True,,False
795,795,0.007813905361461447,True,True,True,,False
800,800,0.0046435271206873244,True,True,True,,False
805,805,0.004375426392658192,True,True,True,,False
810,810,0.010064520215571233,True,True,True,,False
815,815,0.005151044743153918,True,True,True,,False
820,820,0.004217285677538369,True,True,True,,False
825,825,0.006437291301855015,True,True,True,,False
830,830,0.00479289634727983,True,True,True,,False
835,835,0.0037097098445475775,True,True,True,,False
840,840,0.007822070287813657,True,True,True,,False
845,845,0.0056134212077626035,True,True,True,,False
850,850,0.006504321098236215,True,True,True,,False
855,855,0.008392636481341528,True,True,True,,False
860,860,0.009728114207245994,True,True,True,,False
865,865,0.007448580930588805,True,True,True,,False
870,870,0.005275436965012293,True,True,True,,False
875,875,0.0055733241293449065,True,True,True,,False
880,880,0.005558119736439301,True,True,True,,False
885,885,0.00545917505710509,True,True,True,,False
890,890,0.01381181781928699,True,True,True,,False
895,895,0.0060750973473912735,True,True,True,,False
