replicate,maximum_score
1,1.2853100299835205
2,1.2960093021392822
3,1.2982654571533203
4,1.3405745029449463
5,1.316941261291504
6,1.2600758075714111
7,1.2917284965515137
8,1.282789945602417
9,1.2672905921936035
10,1.3068469762802124
11,1.248969316482544
12,1.2860524654388428
13,1.319891095161438
14,1.287604570388794
15,1.2959682941436768
16,1.263890027999878
17,1.278892993927002
18,1.2796629667282104
19,1.2795772552490234
20,1.2817740440368652
21,1.275531530380249
22,1.29185152053833
23,1.3140798807144165
24,1.2793523073196411
25,1.2746245861053467
26,1.2880077362060547
27,1.2507697343826294
28,1.2790662050247192
29,1.2987754344940186
30,1.31068754196167
31,1.2550630569458008
32,1.2863523960113525
33,1.261314868927002
34,1.2927329540252686
35,1.2761855125427246
36,1.293054223060608
37,1.2719550132751465
38,1.288910150527954
39,1.2685294151306152
40,1.254988431930542
41,1.3258624076843262
42,1.2848873138427734
43,1.2830026149749756
44,1.2633153200149536
45,1.2551884651184082
46,1.286752700805664
47,1.2479617595672607
48,1.2654664516448975
49,1.3344388008117676
50,1.3032513856887817
51,1.2663300037384033
52,1.2975713014602661
53,1.2772505283355713
54,1.2463467121124268
55,1.29249906539917
56,1.2887203693389893
57,1.2796765565872192
58,1.2591102123260498
59,1.3043155670166016
60,1.3513691425323486
61,1.3354853391647339
62,1.2941067218780518
63,1.2814897298812866
64,1.306909441947937
65,1.312892198562622
66,1.3041101694107056
67,1.2714084386825562
68,1.2854838371276855
69,1.3322670459747314
70,1.2948188781738281
71,1.280938744544983
72,1.3605376482009888
73,1.3598206043243408
74,1.3083648681640625
75,1.3075259923934937
76,1.2933915853500366
77,1.2984845638275146
78,1.265191912651062
79,1.3294799327850342
80,1.262490153312683
81,1.2769560813903809
82,1.3210862874984741
83,1.302865743637085
84,1.2898614406585693
85,1.2932045459747314
86,1.2731549739837646
87,1.299285650253296
88,1.2945857048034668
89,1.3224374055862427
90,1.2712502479553223
91,1.294248342514038
92,1.2690277099609375
93,1.2725276947021484
94,1.2775497436523438
95,1.2589035034179688
96,1.2659302949905396
97,1.337909460067749
98,1.2878077030181885
99,1.25154447555542
100,1.2894573211669922
101,1.3341295719146729
102,1.2619853019714355
103,1.2894874811172485
104,1.276342511177063
105,1.3296961784362793
106,1.2578234672546387
107,1.2789674997329712
108,1.3660356998443604
109,1.2724480628967285
110,1.2628650665283203
111,1.2924818992614746
112,1.2920122146606445
113,1.264891505241394
114,1.2898716926574707
115,1.2800896167755127
116,1.3017735481262207
117,1.3331449031829834
118,1.2944114208221436
119,1.3075096607208252
120,1.3060239553451538
121,1.2840321063995361
122,1.3013603687286377
123,1.3397445678710938
124,1.2905597686767578
125,1.2899165153503418
126,1.2863985300064087
127,1.3489705324172974
128,1.2733831405639648
129,1.288752555847168
130,1.24908447265625
131,1.292578101158142
132,1.2956305742263794
133,1.2997586727142334
134,1.3251595497131348
135,1.287966251373291
136,1.3027784824371338
137,1.3012489080429077
138,1.2763047218322754
139,1.3247454166412354
140,1.2984408140182495
141,1.2815279960632324
142,1.2968623638153076
143,1.2824971675872803
144,1.2925028800964355
145,1.2935566902160645
146,1.2851030826568604
147,1.2789658308029175
148,1.2895554304122925
149,1.2983758449554443
150,1.3439937829971313
151,1.3112640380859375
152,1.3486218452453613
153,1.276672601699829
154,1.2617878913879395
155,1.2775256633758545
156,1.2635090351104736
157,1.3005707263946533
158,1.2944953441619873
159,1.2836825847625732
160,1.2752015590667725
161,1.25791335105896
162,1.2909427881240845
163,1.2665672302246094
164,1.2954354286193848
165,1.2789658308029175
166,1.3198468685150146
167,1.285625696182251
168,1.2677744626998901
169,1.3111302852630615
170,1.2796779870986938
171,1.3594824075698853
172,1.3299567699432373
173,1.302205204963684
174,1.2915441989898682
175,1.2710494995117188
176,1.3151355981826782
177,1.2673107385635376
178,1.3083648681640625
179,1.2767056226730347
180,1.3316106796264648
181,1.3001034259796143
182,1.2783243656158447
183,1.3138986825942993
184,1.2887611389160156
185,1.2952792644500732
186,1.3018920421600342
187,1.2452526092529297
188,1.2862319946289062
189,1.2804183959960938
190,1.268350601196289
191,1.2993171215057373
192,1.2792980670928955
193,1.259932041168213
194,1.2666631937026978
195,1.2677876949310303
196,1.2765485048294067
197,1.3235225677490234
198,1.3200122117996216
199,1.2868449687957764
