interval_id,interval_start_utc,interval_end_utc,source_name,network,request_url,request_padding_s,access_role,status,trace_count,waveform_path,waveform_sha256,provenance_path,provenance_sha256,error
heldout_07,2025-01-27T01:33:30.406Z,2025-01-27T02:33:30.406Z,bdsn_pkd,BK,https://service.ncedc.org/fdsnws/dataselect/1/query?net=BK&sta=PKD&loc=%2A&cha=HHE%2CHHN%2CHHZ&start=2025-01-27T01%3A33%3A15.406Z&end=2025-01-27T02%3A33%3A45.406Z,15.0,registered_heldout_network_only,available,3,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_07/bdsn_pkd.mseed,c4691d1e3840f7af5dd62327b676460aaca32d2e655db1f7829e4edf68e0fb49,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_07/bdsn_pkd.provenance.json,a5cc5e1ef4b6c96966126331ef3f2ab0b8528515cba1dab2dd64bbf184cea8cc,
heldout_08,2025-02-18T07:21:08.087Z,2025-02-18T08:21:08.087Z,hrsn_full,BP,https://service.ncedc.org/fdsnws/dataselect/1/query?net=BP&sta=CCRB%2CEADB%2CFROB%2CGHIB%2CJCNB%2CJCSB%2CLCCB%2CMMNB%2CRMNB%2CSCYB%2CSMNB%2CVARB&loc=%2A&cha=DP1%2CDP2%2CDP3&start=2025-02-18T07%3A20%3A53.087Z&end=2025-02-18T08%3A21%3A23.087Z,15.0,registered_heldout_network_only,available,29,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_08/hrsn_full.mseed,51bcd0b9725350b424846f53073b86ab4513c8b195b534ec283624c7abc3de0b,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_08/hrsn_full.provenance.json,13392e1754cfcf9759533a14a8adc85afe2e02751cd82ada1183d1a0e9f2e6b8,
heldout_08,2025-02-18T07:21:08.087Z,2025-02-18T08:21:08.087Z,ncsn_psm,NC,https://service.ncedc.org/fdsnws/dataselect/1/query?net=NC&sta=PSM&loc=%2A&cha=EHE%2CEHN%2CEHZ&start=2025-02-18T07%3A20%3A53.087Z&end=2025-02-18T08%3A21%3A23.087Z,15.0,registered_heldout_network_only,available,3,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_08/ncsn_psm.mseed,98fde7bb706fde03b200abd45480766ab2de965893edd962e46c68a56ce4695b,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_08/ncsn_psm.provenance.json,04e30c082cbbdedb728b805436c15866a44ba8b5fd66a201a107d8c9cd1371cd,
heldout_08,2025-02-18T07:21:08.087Z,2025-02-18T08:21:08.087Z,bdsn_pkd,BK,https://service.ncedc.org/fdsnws/dataselect/1/query?net=BK&sta=PKD&loc=%2A&cha=HHE%2CHHN%2CHHZ&start=2025-02-18T07%3A20%3A53.087Z&end=2025-02-18T08%3A21%3A23.087Z,15.0,registered_heldout_network_only,available,3,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_08/bdsn_pkd.mseed,e1f236376f311a22a0068dc9f891ad6e2d592fadc3fd47bf51fe9551903b1d81,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_08/bdsn_pkd.provenance.json,52caab7be06b8d737c58c6d4c628ade2fdd67258e9bc12428df77b48db4dbf76,
heldout_09,2025-03-18T14:59:11.634Z,2025-03-18T15:59:11.634Z,hrsn_full,BP,https://service.ncedc.org/fdsnws/dataselect/1/query?net=BP&sta=CCRB%2CEADB%2CFROB%2CGHIB%2CJCNB%2CJCSB%2CLCCB%2CMMNB%2CRMNB%2CSCYB%2CSMNB%2CVARB&loc=%2A&cha=DP1%2CDP2%2CDP3&start=2025-03-18T14%3A58%3A56.634Z&end=2025-03-18T15%3A59%3A26.634Z,15.0,registered_heldout_network_only,available,29,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_09/hrsn_full.mseed,9658d1c2fdfabac3c2f3bde3f148134a06bbfb23de0a2e031b0a06891c5971f7,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_09/hrsn_full.provenance.json,3fa82b670a19ed9213a0f93dea0ddaf0aae13cf2e6fdd83743fc1454f19698d8,
heldout_09,2025-03-18T14:59:11.634Z,2025-03-18T15:59:11.634Z,ncsn_psm,NC,https://service.ncedc.org/fdsnws/dataselect/1/query?net=NC&sta=PSM&loc=%2A&cha=EHE%2CEHN%2CEHZ&start=2025-03-18T14%3A58%3A56.634Z&end=2025-03-18T15%3A59%3A26.634Z,15.0,registered_heldout_network_only,available,3,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_09/ncsn_psm.mseed,7df7229a58596cc53819adaa2b1af05d11442cfd8f2857c5e8e96172fd62db4f,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_09/ncsn_psm.provenance.json,fcad84fa8e304f32f95473c4e5d6eccf630052cf1ce2b02f7d795fe64e4e66dd,
heldout_09,2025-03-18T14:59:11.634Z,2025-03-18T15:59:11.634Z,bdsn_pkd,BK,https://service.ncedc.org/fdsnws/dataselect/1/query?net=BK&sta=PKD&loc=%2A&cha=HHE%2CHHN%2CHHZ&start=2025-03-18T14%3A58%3A56.634Z&end=2025-03-18T15%3A59%3A26.634Z,15.0,registered_heldout_network_only,available,3,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_09/bdsn_pkd.mseed,6e9ebf32f369868377307587ac1116cf220fbd177de765233d0461f5ed8824ac,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_09/bdsn_pkd.provenance.json,9c3c332a534aac9fb7c437cd89139ab288482c2e64527628e6b4b599b35ffee4,
heldout_10,2025-03-30T20:53:34.987Z,2025-03-30T21:53:34.987Z,hrsn_full,BP,https://service.ncedc.org/fdsnws/dataselect/1/query?net=BP&sta=CCRB%2CEADB%2CFROB%2CGHIB%2CJCNB%2CJCSB%2CLCCB%2CMMNB%2CRMNB%2CSCYB%2CSMNB%2CVARB&loc=%2A&cha=DP1%2CDP2%2CDP3&start=2025-03-30T20%3A53%3A19.987Z&end=2025-03-30T21%3A53%3A49.987Z,15.0,registered_heldout_network_only,available,26,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_10/hrsn_full.mseed,1bceab8bb58584828f28f2d63b0649838643e28150ebaed9272dbe43a24cca68,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_10/hrsn_full.provenance.json,377cdb20e53d5df845f8cb56a8e446a22a400e0df7b6c61b424967b0ec00bc47,
heldout_10,2025-03-30T20:53:34.987Z,2025-03-30T21:53:34.987Z,ncsn_psm,NC,https://service.ncedc.org/fdsnws/dataselect/1/query?net=NC&sta=PSM&loc=%2A&cha=EHE%2CEHN%2CEHZ&start=2025-03-30T20%3A53%3A19.987Z&end=2025-03-30T21%3A53%3A49.987Z,15.0,registered_heldout_network_only,available,3,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_10/ncsn_psm.mseed,132d184b0ac3cb6cbde996cbbb1e8c2146110657b0d2cb024220cd155c000c70,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_10/ncsn_psm.provenance.json,e5192b7dc4cc77a8c3ec9e2b5cb923c574a82bd22ead01ee54d1c201d902830e,
heldout_10,2025-03-30T20:53:34.987Z,2025-03-30T21:53:34.987Z,bdsn_pkd,BK,https://service.ncedc.org/fdsnws/dataselect/1/query?net=BK&sta=PKD&loc=%2A&cha=HHE%2CHHN%2CHHZ&start=2025-03-30T20%3A53%3A19.987Z&end=2025-03-30T21%3A53%3A49.987Z,15.0,registered_heldout_network_only,available,3,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_10/bdsn_pkd.mseed,b1e16457449c5fc4652d583d60c0cce490f9c128c93298c402401493a4e46aaa,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_10/bdsn_pkd.provenance.json,52c388d76b04eb32d7ef48378640794d9447c9853208d67587922a77bb979cc6,
heldout_11,2025-04-02T02:06:54.459Z,2025-04-02T03:06:54.459Z,hrsn_full,BP,https://service.ncedc.org/fdsnws/dataselect/1/query?net=BP&sta=CCRB%2CEADB%2CFROB%2CGHIB%2CJCNB%2CJCSB%2CLCCB%2CMMNB%2CRMNB%2CSCYB%2CSMNB%2CVARB&loc=%2A&cha=DP1%2CDP2%2CDP3&start=2025-04-02T02%3A06%3A39.459Z&end=2025-04-02T03%3A07%3A09.459Z,15.0,registered_heldout_network_only,available,29,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_11/hrsn_full.mseed,9322cf2ac4568a2c431c4434f97b13699f4b7c098bb35e33074c2f51254f739b,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_11/hrsn_full.provenance.json,9ce7bb70368ff533b1a27df9b320e1c99a49703f998013def435deac7e6267c0,
heldout_11,2025-04-02T02:06:54.459Z,2025-04-02T03:06:54.459Z,ncsn_psm,NC,https://service.ncedc.org/fdsnws/dataselect/1/query?net=NC&sta=PSM&loc=%2A&cha=EHE%2CEHN%2CEHZ&start=2025-04-02T02%3A06%3A39.459Z&end=2025-04-02T03%3A07%3A09.459Z,15.0,registered_heldout_network_only,available,3,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_11/ncsn_psm.mseed,e626b2884acd57a6650a331fa7a004f0fa771839b954a01a7a399647828b31e4,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_11/ncsn_psm.provenance.json,be19e2efe284547309c3eef184d547c3c42d31848dbb733a87d5b5efd3cfbf0a,
heldout_11,2025-04-02T02:06:54.459Z,2025-04-02T03:06:54.459Z,bdsn_pkd,BK,https://service.ncedc.org/fdsnws/dataselect/1/query?net=BK&sta=PKD&loc=%2A&cha=HHE%2CHHN%2CHHZ&start=2025-04-02T02%3A06%3A39.459Z&end=2025-04-02T03%3A07%3A09.459Z,15.0,registered_heldout_network_only,available,3,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_11/bdsn_pkd.mseed,3c45d07c5a306cafee01742f9b416d40a6e84ba9eebd85aa487058e1fee8a87e,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_11/bdsn_pkd.provenance.json,8729c50c4c7abd747d7bfd421a64803fcb85ab7ecb0332622b999b55123c0e17,
heldout_12,2025-04-17T03:00:02.033Z,2025-04-17T04:00:02.033Z,hrsn_full,BP,https://service.ncedc.org/fdsnws/dataselect/1/query?net=BP&sta=CCRB%2CEADB%2CFROB%2CGHIB%2CJCNB%2CJCSB%2CLCCB%2CMMNB%2CRMNB%2CSCYB%2CSMNB%2CVARB&loc=%2A&cha=DP1%2CDP2%2CDP3&start=2025-04-17T02%3A59%3A47.033Z&end=2025-04-17T04%3A00%3A17.033Z,15.0,registered_heldout_network_only,available,32,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_12/hrsn_full.mseed,0bc90bd4a328d30dd6288827a87e1b6434805d94435bb0e9b063f54b941d1a2a,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_12/hrsn_full.provenance.json,02ec032396999e2f96e9e9e2402ed4c754ab0baca5a965f2410a411d9bb26187,
heldout_12,2025-04-17T03:00:02.033Z,2025-04-17T04:00:02.033Z,ncsn_psm,NC,https://service.ncedc.org/fdsnws/dataselect/1/query?net=NC&sta=PSM&loc=%2A&cha=EHE%2CEHN%2CEHZ&start=2025-04-17T02%3A59%3A47.033Z&end=2025-04-17T04%3A00%3A17.033Z,15.0,registered_heldout_network_only,available,3,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_12/ncsn_psm.mseed,ca244881d100ee5b643788edaa1100fb5ae3e059eba3e53db8dc5751b331b135,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_12/ncsn_psm.provenance.json,915596ac8895850dd6d7e8dcc6db6eaffac7822683ae7b96d7e91b19686d3623,
heldout_12,2025-04-17T03:00:02.033Z,2025-04-17T04:00:02.033Z,bdsn_pkd,BK,https://service.ncedc.org/fdsnws/dataselect/1/query?net=BK&sta=PKD&loc=%2A&cha=HHE%2CHHN%2CHHZ&start=2025-04-17T02%3A59%3A47.033Z&end=2025-04-17T04%3A00%3A17.033Z,15.0,registered_heldout_network_only,available,3,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_12/bdsn_pkd.mseed,5a7c6617e6854645ffc0e432e2ae50073ec07d01ef290de9d15babba92acaf81,/home/groups/ettore88/nberrios/safod_das_git/notebooks/faultzone/repeaters_v2/cached_continuous/network/heldout_v1/heldout_12/bdsn_pkd.provenance.json,ebf419c02d781f41883e44af02454c72c9ae8347d58c64c32034fddeef0db7f3,
