selection_index,interval_id,interval_file_index,path,manifest_start_utc,manifest_end_utc,sample_rate_hz,channel_count,gauge_length_m,file_exists,size_bytes,selection_basis,network_candidate_time_fields_read,catalog_event_time_fields_read,family_label_fields_read,hdf5_file_opened,hdf5_header_opened,hdf5_dataset_opened
188,heldout_04,4,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T121235Z.h5,2024-06-18T12:12:35.622Z,2024-06-18T12:13:35.620Z,500.0,900,16.335237503051758,True,32946576,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
189,heldout_04,5,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T121335Z.h5,2024-06-18T12:13:35.622Z,2024-06-18T12:14:35.620Z,500.0,900,16.335237503051758,True,32939127,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
190,heldout_04,6,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T121435Z.h5,2024-06-18T12:14:35.622Z,2024-06-18T12:15:35.620Z,500.0,900,16.335237503051758,True,33047909,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
191,heldout_04,7,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T121535Z.h5,2024-06-18T12:15:35.622Z,2024-06-18T12:16:35.620Z,500.0,900,16.335237503051758,True,32871032,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
192,heldout_04,8,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T121635Z.h5,2024-06-18T12:16:35.622Z,2024-06-18T12:17:35.620Z,500.0,900,16.335237503051758,True,32888990,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
193,heldout_04,9,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T121735Z.h5,2024-06-18T12:17:35.622Z,2024-06-18T12:18:35.620Z,500.0,900,16.335237503051758,True,33128282,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
194,heldout_04,10,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T121835Z.h5,2024-06-18T12:18:35.622Z,2024-06-18T12:19:35.620Z,500.0,900,16.335237503051758,True,32979265,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
195,heldout_04,11,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T121935Z.h5,2024-06-18T12:19:35.622Z,2024-06-18T12:20:35.620Z,500.0,900,16.335237503051758,True,33002977,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
196,heldout_04,12,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T122035Z.h5,2024-06-18T12:20:35.622Z,2024-06-18T12:21:35.620Z,500.0,900,16.335237503051758,True,32844089,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
197,heldout_04,13,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T122135Z.h5,2024-06-18T12:21:35.622Z,2024-06-18T12:22:35.620Z,500.0,900,16.335237503051758,True,32892841,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
198,heldout_04,14,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T122235Z.h5,2024-06-18T12:22:35.622Z,2024-06-18T12:23:35.620Z,500.0,900,16.335237503051758,True,33033383,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
199,heldout_04,15,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T122335Z.h5,2024-06-18T12:23:35.622Z,2024-06-18T12:24:35.620Z,500.0,900,16.335237503051758,True,32904465,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
200,heldout_04,16,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T122435Z.h5,2024-06-18T12:24:35.622Z,2024-06-18T12:25:35.620Z,500.0,900,16.335237503051758,True,33068163,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
201,heldout_04,17,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T122535Z.h5,2024-06-18T12:25:35.622Z,2024-06-18T12:26:35.620Z,500.0,900,16.335237503051758,True,33027691,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
202,heldout_04,18,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T122635Z.h5,2024-06-18T12:26:35.622Z,2024-06-18T12:27:35.620Z,500.0,900,16.335237503051758,True,33515022,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
203,heldout_04,19,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T122735Z.h5,2024-06-18T12:27:35.622Z,2024-06-18T12:28:35.620Z,500.0,900,16.335237503051758,True,33125929,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
204,heldout_04,20,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T122835Z.h5,2024-06-18T12:28:35.622Z,2024-06-18T12:29:35.620Z,500.0,900,16.335237503051758,True,33037870,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
205,heldout_04,21,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T122935Z.h5,2024-06-18T12:29:35.622Z,2024-06-18T12:30:35.620Z,500.0,900,16.335237503051758,True,33100855,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
206,heldout_04,22,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T123035Z.h5,2024-06-18T12:30:35.622Z,2024-06-18T12:31:35.620Z,500.0,900,16.335237503051758,True,33096860,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
207,heldout_04,23,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T123135Z.h5,2024-06-18T12:31:35.622Z,2024-06-18T12:32:35.620Z,500.0,900,16.335237503051758,True,33131522,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
208,heldout_04,24,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T123235Z.h5,2024-06-18T12:32:35.622Z,2024-06-18T12:33:35.620Z,500.0,900,16.335237503051758,True,33016939,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
209,heldout_04,25,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T123335Z.h5,2024-06-18T12:33:35.622Z,2024-06-18T12:34:35.620Z,500.0,900,16.335237503051758,True,33257318,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
210,heldout_04,26,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T123435Z.h5,2024-06-18T12:34:35.622Z,2024-06-18T12:35:35.620Z,500.0,900,16.335237503051758,True,33106487,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
211,heldout_04,27,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T123535Z.h5,2024-06-18T12:35:35.622Z,2024-06-18T12:36:35.620Z,500.0,900,16.335237503051758,True,32933135,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
212,heldout_04,28,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T123635Z.h5,2024-06-18T12:36:35.622Z,2024-06-18T12:37:35.620Z,500.0,900,16.335237503051758,True,32933177,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
213,heldout_04,29,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T123735Z.h5,2024-06-18T12:37:35.622Z,2024-06-18T12:38:35.620Z,500.0,900,16.335237503051758,True,32877472,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
214,heldout_04,30,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T123835Z.h5,2024-06-18T12:38:35.622Z,2024-06-18T12:39:35.620Z,500.0,900,16.335237503051758,True,32927807,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
215,heldout_04,31,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T123935Z.h5,2024-06-18T12:39:35.622Z,2024-06-18T12:40:35.620Z,500.0,900,16.335237503051758,True,32689374,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
216,heldout_04,32,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T124035Z.h5,2024-06-18T12:40:35.622Z,2024-06-18T12:41:35.620Z,500.0,900,16.335237503051758,True,32788736,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
217,heldout_04,33,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T124135Z.h5,2024-06-18T12:41:35.622Z,2024-06-18T12:42:35.620Z,500.0,900,16.335237503051758,True,32786941,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
218,heldout_04,34,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T124235Z.h5,2024-06-18T12:42:35.622Z,2024-06-18T12:43:35.620Z,500.0,900,16.335237503051758,True,32880381,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
219,heldout_04,35,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T124335Z.h5,2024-06-18T12:43:35.622Z,2024-06-18T12:44:35.620Z,500.0,900,16.335237503051758,True,32688336,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
220,heldout_04,36,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T124435Z.h5,2024-06-18T12:44:35.622Z,2024-06-18T12:45:35.620Z,500.0,900,16.335237503051758,True,32668184,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
221,heldout_04,37,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T124535Z.h5,2024-06-18T12:45:35.622Z,2024-06-18T12:46:35.620Z,500.0,900,16.335237503051758,True,32629691,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
222,heldout_04,38,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T124635Z.h5,2024-06-18T12:46:35.622Z,2024-06-18T12:47:35.620Z,500.0,900,16.335237503051758,True,32692592,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
223,heldout_04,39,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T124735Z.h5,2024-06-18T12:47:35.622Z,2024-06-18T12:48:35.620Z,500.0,900,16.335237503051758,True,32744095,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
224,heldout_04,40,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T124835Z.h5,2024-06-18T12:48:35.622Z,2024-06-18T12:49:35.620Z,500.0,900,16.335237503051758,True,32721135,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
225,heldout_04,41,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T124935Z.h5,2024-06-18T12:49:35.622Z,2024-06-18T12:50:35.620Z,500.0,900,16.335237503051758,True,33195536,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
226,heldout_04,42,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T125035Z.h5,2024-06-18T12:50:35.622Z,2024-06-18T12:51:35.620Z,500.0,900,16.335237503051758,True,32749167,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
227,heldout_04,43,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T125135Z.h5,2024-06-18T12:51:35.622Z,2024-06-18T12:52:35.620Z,500.0,900,16.335237503051758,True,32694212,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
228,heldout_04,44,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T125235Z.h5,2024-06-18T12:52:35.622Z,2024-06-18T12:53:35.620Z,500.0,900,16.335237503051758,True,32728189,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
229,heldout_04,45,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T125335Z.h5,2024-06-18T12:53:35.622Z,2024-06-18T12:54:35.620Z,500.0,900,16.335237503051758,True,32709064,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
230,heldout_04,46,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T125435Z.h5,2024-06-18T12:54:35.622Z,2024-06-18T12:55:35.620Z,500.0,900,16.335237503051758,True,32801960,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
231,heldout_04,47,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T125535Z.h5,2024-06-18T12:55:35.622Z,2024-06-18T12:56:35.620Z,500.0,900,16.335237503051758,True,32704666,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
232,heldout_04,48,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T125635Z.h5,2024-06-18T12:56:35.622Z,2024-06-18T12:57:35.620Z,500.0,900,16.335237503051758,True,32878211,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
233,heldout_04,49,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T125735Z.h5,2024-06-18T12:57:35.622Z,2024-06-18T12:58:35.620Z,500.0,900,16.335237503051758,True,32897090,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
234,heldout_04,50,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T125835Z.h5,2024-06-18T12:58:35.622Z,2024-06-18T12:59:35.620Z,500.0,900,16.335237503051758,True,32997825,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
235,heldout_04,51,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T125935Z.h5,2024-06-18T12:59:35.622Z,2024-06-18T13:00:35.620Z,500.0,900,16.335237503051758,True,32863561,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
236,heldout_04,52,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T130035Z.h5,2024-06-18T13:00:35.622Z,2024-06-18T13:01:35.620Z,500.0,900,16.335237503051758,True,32897163,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
237,heldout_04,53,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T130135Z.h5,2024-06-18T13:01:35.622Z,2024-06-18T13:02:35.620Z,500.0,900,16.335237503051758,True,32810570,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
238,heldout_04,54,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T130235Z.h5,2024-06-18T13:02:35.622Z,2024-06-18T13:03:35.620Z,500.0,900,16.335237503051758,True,32842477,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
239,heldout_04,55,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T130335Z.h5,2024-06-18T13:03:35.622Z,2024-06-18T13:04:35.620Z,500.0,900,16.335237503051758,True,32754802,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
240,heldout_04,56,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T130435Z.h5,2024-06-18T13:04:35.622Z,2024-06-18T13:05:35.620Z,500.0,900,16.335237503051758,True,32772967,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
241,heldout_04,57,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T130535Z.h5,2024-06-18T13:05:35.622Z,2024-06-18T13:06:35.620Z,500.0,900,16.335237503051758,True,33054136,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
242,heldout_04,58,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T130635Z.h5,2024-06-18T13:06:35.622Z,2024-06-18T13:07:35.620Z,500.0,900,16.335237503051758,True,32962039,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
243,heldout_04,59,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T130735Z.h5,2024-06-18T13:07:35.622Z,2024-06-18T13:08:35.620Z,500.0,900,16.335237503051758,True,32827789,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
244,heldout_04,60,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T130835Z.h5,2024-06-18T13:08:35.622Z,2024-06-18T13:09:35.620Z,500.0,900,16.335237503051758,True,32688617,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
245,heldout_04,61,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_05062024_232735_UTC(+0000)/SAFOD-Zumberge-16mGL-500HzFs_2024-06-18T130935Z.h5,2024-06-18T13:09:35.622Z,2024-06-18T13:10:35.620Z,500.0,900,16.335237503051758,True,32704974,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
246,heldout_05,1,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T051106Z.h5,2024-12-25T05:11:06.082Z,2024-12-25T05:12:06.080Z,500.0,900,16.335237503051758,True,34222082,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
247,heldout_05,2,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T051206Z.h5,2024-12-25T05:12:06.082Z,2024-12-25T05:13:06.080Z,500.0,900,16.335237503051758,True,34337922,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
248,heldout_05,3,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T051306Z.h5,2024-12-25T05:13:06.082Z,2024-12-25T05:14:06.080Z,500.0,900,16.335237503051758,True,34814085,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
249,heldout_05,4,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T051406Z.h5,2024-12-25T05:14:06.082Z,2024-12-25T05:15:06.080Z,500.0,900,16.335237503051758,True,34404489,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
250,heldout_05,5,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T051506Z.h5,2024-12-25T05:15:06.082Z,2024-12-25T05:16:06.080Z,500.0,900,16.335237503051758,True,34249203,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
251,heldout_05,6,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T051606Z.h5,2024-12-25T05:16:06.082Z,2024-12-25T05:17:06.080Z,500.0,900,16.335237503051758,True,34311830,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
252,heldout_05,7,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T051706Z.h5,2024-12-25T05:17:06.082Z,2024-12-25T05:18:06.080Z,500.0,900,16.335237503051758,True,34386396,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
253,heldout_05,8,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T051806Z.h5,2024-12-25T05:18:06.082Z,2024-12-25T05:19:06.080Z,500.0,900,16.335237503051758,True,34078638,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
254,heldout_05,9,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T051906Z.h5,2024-12-25T05:19:06.082Z,2024-12-25T05:20:06.080Z,500.0,900,16.335237503051758,True,34141224,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
255,heldout_05,10,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T052006Z.h5,2024-12-25T05:20:06.082Z,2024-12-25T05:21:06.080Z,500.0,900,16.335237503051758,True,34319922,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
256,heldout_05,11,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T052106Z.h5,2024-12-25T05:21:06.082Z,2024-12-25T05:22:06.080Z,500.0,900,16.335237503051758,True,34290731,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
257,heldout_05,12,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T052206Z.h5,2024-12-25T05:22:06.082Z,2024-12-25T05:23:06.080Z,500.0,900,16.335237503051758,True,34255815,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
258,heldout_05,13,/oak/stanford/groups/ettore88/data/SAFOD/SAFODAS1-harddrive-transfer/recording_2024-11-20T202704Z/SAFOD-Zumberge-16mGL-500HzFs_2024-12-25T052306Z.h5,2024-12-25T05:23:06.082Z,2024-12-25T05:24:06.080Z,500.0,900,16.335237503051758,True,34440031,interval_and_manifest_acquisition_metadata_only,0,0,0,False,False,False
