replicate,maximum_score
1,1.4058023691177368
2,1.3094314336776733
3,1.350783348083496
4,1.315434455871582
5,1.331376314163208
6,1.30574369430542
7,1.3248871564865112
8,1.377993106842041
9,1.3369829654693604
10,1.4087276458740234
11,1.455909013748169
12,1.3374536037445068
13,1.397697925567627
14,1.3676915168762207
15,1.3615689277648926
16,1.3092288970947266
17,1.3202214241027832
18,1.3575447797775269
19,1.3218015432357788
20,1.3590245246887207
21,1.3951812982559204
22,1.3645751476287842
23,1.331876516342163
24,1.3289928436279297
25,1.3883329629898071
26,1.4438679218292236
27,1.3258039951324463
28,1.3295687437057495
29,1.3115062713623047
30,1.5266984701156616
31,1.3157427310943604
32,1.3226971626281738
33,1.32566499710083
34,1.3166024684906006
35,1.3465983867645264
36,1.3127143383026123
37,1.323323369026184
38,1.3294401168823242
39,1.3479838371276855
40,1.3663816452026367
41,1.3110787868499756
42,1.327455997467041
43,1.3384991884231567
44,1.3404741287231445
45,1.3587274551391602
46,1.3456205129623413
47,1.3831124305725098
48,1.3954417705535889
49,1.3076848983764648
50,1.3536067008972168
51,1.3145322799682617
52,1.3628027439117432
53,1.318556547164917
54,1.3645803928375244
55,1.315300703048706
56,1.323889136314392
57,1.3046752214431763
58,1.373671531677246
59,1.2975971698760986
60,1.4062867164611816
61,1.3562421798706055
62,1.3204851150512695
63,1.3545852899551392
64,1.3609774112701416
65,1.327736258506775
66,1.3123779296875
67,1.296088457107544
68,1.373246192932129
69,1.3269213438034058
70,1.3203709125518799
71,1.354957103729248
72,1.2879067659378052
73,1.3491549491882324
74,1.327458381652832
75,1.329554557800293
76,1.3995051383972168
77,1.3300480842590332
78,1.3568732738494873
79,1.3579784631729126
80,1.367256760597229
81,1.3458589315414429
82,1.308931589126587
83,1.3086175918579102
84,1.3729852437973022
85,1.3573952913284302
86,1.3465983867645264
87,1.3155558109283447
88,1.3277490139007568
89,1.400804042816162
90,1.3596768379211426
91,1.3405733108520508
92,1.3398399353027344
93,1.3197085857391357
94,1.3325964212417603
95,1.3668158054351807
96,1.36741304397583
97,1.344069004058838
98,1.3009536266326904
99,1.324925422668457
100,1.325066328048706
101,1.3411455154418945
102,1.337585210800171
103,1.3765065670013428
104,1.3373804092407227
105,1.373557209968567
106,1.3243024349212646
107,1.3048038482666016
108,1.3378055095672607
109,1.3626723289489746
110,1.298389196395874
111,1.3485283851623535
112,1.3471484184265137
113,1.3608193397521973
114,1.3233917951583862
115,1.3152966499328613
116,1.3054407835006714
117,1.2965497970581055
118,1.3734287023544312
119,1.354392409324646
120,1.4073238372802734
121,1.3566484451293945
122,1.3105792999267578
123,1.310003399848938
124,1.3005026578903198
125,1.3134253025054932
126,1.362093448638916
127,1.2914137840270996
128,1.3308017253875732
129,1.379310131072998
130,1.3109818696975708
131,1.3296809196472168
132,1.332756519317627
133,1.3518612384796143
134,1.3122949600219727
135,1.3562140464782715
136,1.3817496299743652
137,1.3374778032302856
138,1.3081459999084473
139,1.3550820350646973
140,1.316887378692627
141,1.2831863164901733
142,1.3701144456863403
143,1.4253389835357666
144,1.3443951606750488
145,1.3829715251922607
146,1.4259824752807617
147,1.3041980266571045
148,1.357713222503662
149,1.3110828399658203
150,1.3430122137069702
151,1.3645617961883545
152,1.3438143730163574
153,1.3347141742706299
154,1.2987060546875
155,1.3072160482406616
156,1.3478281497955322
157,1.3108171224594116
158,1.3495687246322632
159,1.3926937580108643
160,1.3206884860992432
161,1.321805477142334
162,1.3624980449676514
163,1.3498420715332031
164,1.3163142204284668
165,1.3405941724777222
166,1.3536148071289062
167,1.3336259126663208
168,1.3337790966033936
169,1.3435838222503662
170,1.3582319021224976
171,1.3438010215759277
172,1.318556547164917
173,1.3333520889282227
174,1.3265223503112793
175,1.3413617610931396
176,1.471158742904663
177,1.3416255712509155
178,1.3036551475524902
179,1.3007838726043701
180,1.3243024349212646
181,1.3226771354675293
182,1.326149582862854
183,1.3915202617645264
184,1.3690974712371826
185,1.3342329263687134
186,1.3239326477050781
187,1.323889136314392
188,1.3156406879425049
189,1.3381470441818237
190,1.3232524394989014
191,1.3175432682037354
192,1.3175585269927979
193,1.3361412286758423
194,1.358903169631958
195,1.3328537940979004
196,1.3406332731246948
197,1.3068249225616455
198,1.3551973104476929
199,1.375282883644104
