column_index,locus_index,filtered_rms_phase_rad,finite,nonzero,usable,reason,amplitude_based_selection_used
0,0,0.21582917297342588,True,True,True,,False
5,5,0.330453933837771,True,True,True,,False
10,10,0.2989873396686406,True,True,True,,False
15,15,0.2625801358995381,True,True,True,,False
20,20,0.045997245182761895,True,True,True,,False
25,25,0.010433058683526052,True,True,True,,False
30,30,0.017784323358509616,True,True,True,,False
35,35,0.00894384749618335,True,True,True,,False
40,40,0.008638460432339512,True,True,True,,False
45,45,0.01539532333999468,True,True,True,,False
50,50,0.09910705863804987,True,True,True,,False
55,55,0.03560622317732355,True,True,True,,False
60,60,0.015154982885651048,True,True,True,,False
65,65,0.010820640969842504,True,True,True,,False
70,70,0.012966033697595263,True,True,True,,False
75,75,0.009826479972262589,True,True,True,,False
80,80,0.008968645514479803,True,True,True,,False
85,85,0.008148737581308636,True,True,True,,False
90,90,0.009053167039984766,True,True,True,,False
95,95,0.009083473922948913,True,True,True,,False
100,100,0.009217316682903237,True,True,True,,False
105,105,0.022154258382180977,True,True,True,,False
110,110,0.012283814614864993,True,True,True,,False
115,115,0.009441593465933044,True,True,True,,False
120,120,0.008056467196494709,True,True,True,,False
125,125,0.00706983879231057,True,True,True,,False
130,130,0.00915212088221596,True,True,True,,False
135,135,0.008259045292748303,True,True,True,,False
140,140,0.008687316304399598,True,True,True,,False
145,145,0.01977357854786107,True,True,True,,False
150,150,0.00973008641422477,True,True,True,,False
155,155,0.007497752492880513,True,True,True,,False
160,160,0.010519769082618534,True,True,True,,False
165,165,0.016878417284468684,True,True,True,,False
170,170,0.00899722720748036,True,True,True,,False
175,175,0.012708233992659891,True,True,True,,False
180,180,0.007820642125063669,True,True,True,,False
185,185,0.011326181896384877,True,True,True,,False
190,190,0.008406772189517167,True,True,True,,False
195,195,0.00914159897149656,True,True,True,,False
200,200,0.008959268309108922,True,True,True,,False
205,205,0.0072103518540317015,True,True,True,,False
210,210,0.00722460782326092,True,True,True,,False
215,215,0.006202313401718156,True,True,True,,False
220,220,0.007842487863959385,True,True,True,,False
225,225,0.013018967328011163,True,True,True,,False
230,230,0.006970660136159806,True,True,True,,False
235,235,0.01319034986283512,True,True,True,,False
240,240,0.015333668465681842,True,True,True,,False
245,245,0.011261399094852359,True,True,True,,False
250,250,0.015694383870292143,True,True,True,,False
255,255,0.008591267367986035,True,True,True,,False
260,260,0.009277738106354717,True,True,True,,False
265,265,0.012972428947616679,True,True,True,,False
270,270,0.01118441941799376,True,True,True,,False
275,275,0.010791123618186934,True,True,True,,False
280,280,0.019768020419945114,True,True,True,,False
285,285,0.014560026405215672,True,True,True,,False
290,290,0.012623572896054177,True,True,True,,False
295,295,0.017881561735854715,True,True,True,,False
300,300,0.012299226375207365,True,True,True,,False
305,305,0.008296535349034217,True,True,True,,False
310,310,0.017124743730779476,True,True,True,,False
315,315,0.012436206907980573,True,True,True,,False
320,320,0.007994948667453632,True,True,True,,False
325,325,0.012596100338492037,True,True,True,,False
330,330,0.013251471337304392,True,True,True,,False
335,335,0.006942105663006704,True,True,True,,False
340,340,0.012790352813663825,True,True,True,,False
345,345,0.009628892481344522,True,True,True,,False
350,350,0.006312369842884064,True,True,True,,False
355,355,0.008595486123843057,True,True,True,,False
360,360,0.006629897414695732,True,True,True,,False
365,365,0.007358843257106119,True,True,True,,False
370,370,0.014618302802327713,True,True,True,,False
