status,detected,peak_relative_s,peak_robust_z,median_channel_snr,p10_channel_snr,detected_block_fraction,block_count,median_adjacent_correlation,median_absolute_adjacent_correlation,signal_window_used_s,noise_window_s,band_hz,sample_rate_hz,sampled_channel_count,column_start,column_end,locus_start,locus_end,maximum_gap_s,missing_fraction,unit,usable_power_snr_ranges_hz,spatial_axis,event_id,role,origin_time,source_files,config_sha256
PASS,True,2.964399814605713,6.567549294137917,3.6885361671447754,1.5557034969329835,1.0,64,0.6052959561347961,0.6159487962722778,"[0.0, 10.0]","[-3.5, -0.5]","[5.0, 100.0]",1000.0,800,0,3196,1800,4996,0.0010001659393310547,0.0,processed_optical_phase_rad,"[[4.8828125, 38.0859375]]",OptaSense locus index; physical trajectory unavailable,75336682,deep_template,2026-04-01T01:24:18.650Z,/oak/stanford/groups/ettore88/data/SAFOD/SAFOD-deep/2026-03/02-START-DEEP-recording_2026-03-28T162150Z/SAFOD-Deep-10mGL-1000HzFs-2mChDualPulse_2026-04-01T012335Z.h5,1baa6c0b2bb1b381ef5da96fc4a1249a6a2f6dae62efb40b4c5a27dd927e9160
PASS,True,9.562699794769287,5.474848454828908,4.418269634246826,1.616722595691681,0.96875,64,0.6745695471763611,0.688896119594574,"[0.0, 10.0]","[-3.5, -0.5]","[5.0, 100.0]",1000.0,800,0,3196,1800,4996,0.0010001659393310547,0.0,processed_optical_phase_rad,"[[5.859375, 38.0859375]]",OptaSense locus index; physical trajectory unavailable,75343317,hard_spatial_control,2026-04-13T06:35:49.710Z,/oak/stanford/groups/ettore88/data/SAFOD/SAFOD-deep/2026-03/03-recording_2026-04-07T180130Z/SAFOD-Deep-10mGL-1000HzFs-2mChDualPulse_2026-04-13T063449Z.h5;/oak/stanford/groups/ettore88/data/SAFOD/SAFOD-deep/2026-03/03-recording_2026-04-07T180130Z/SAFOD-Deep-10mGL-1000HzFs-2mChDualPulse_2026-04-13T063549Z.h5,1baa6c0b2bb1b381ef5da96fc4a1249a6a2f6dae62efb40b4c5a27dd927e9160
