block_id,column_start,column_end,locus_start,locus_end,sampled_channel_count,median_channel_snr,peak_robust_z,detected,event_id,role
45,2252,2296,4052,4096,12,3.1942756175994873,60.1771571150082,True,75343317,hard_spatial_control
46,2300,2348,4100,4148,13,1.6629528999328613,36.24023199095049,True,75343317,hard_spatial_control
47,2352,2396,4152,4196,12,3.659273147583008,172.45296819879923,True,75343317,hard_spatial_control
48,2400,2448,4200,4248,13,2.126662254333496,137.16909612749077,True,75343317,hard_spatial_control
49,2452,2496,4252,4296,12,2.8077399730682373,88.97411324756237,True,75343317,hard_spatial_control
50,2500,2548,4300,4348,13,5.1967058181762695,179.63637644461784,True,75343317,hard_spatial_control
51,2552,2596,4352,4396,12,3.115229606628418,76.42538672847341,True,75343317,hard_spatial_control
52,2600,2648,4400,4448,13,4.33259391784668,101.70216154572104,True,75343317,hard_spatial_control
53,2652,2696,4452,4496,12,3.2381937503814697,1.199473708131249,False,75343317,hard_spatial_control
54,2700,2748,4500,4548,13,2.567168712615967,111.56983528569991,True,75343317,hard_spatial_control
55,2752,2796,4552,4596,12,3.517357587814331,107.81083051392325,True,75343317,hard_spatial_control
56,2800,2848,4600,4648,13,3.0096547603607178,98.04761575405516,True,75343317,hard_spatial_control
57,2852,2896,4652,4696,12,4.252243518829346,190.3533591780974,True,75343317,hard_spatial_control
58,2900,2948,4700,4748,13,8.78963851928711,195.79364079667536,True,75343317,hard_spatial_control
59,2952,2996,4752,4796,12,6.355937480926514,465.32506665511767,True,75343317,hard_spatial_control
60,3000,3048,4800,4848,13,6.059844017028809,79.17284530009314,True,75343317,hard_spatial_control
61,3052,3096,4852,4896,12,4.524262428283691,60.186110499565984,True,75343317,hard_spatial_control
62,3100,3148,4900,4948,13,2.8448567390441895,19.868753044381357,True,75343317,hard_spatial_control
63,3152,3196,4952,4996,12,1.8913848400115967,5.402778363234247,True,75343317,hard_spatial_control
