column_index,locus_index,filtered_rms_phase_rad,finite,nonzero,usable,reason,amplitude_based_selection_used
0,0,0.20057959864201172,True,True,True,,False
5,5,0.23952680205861632,True,True,True,,False
10,10,0.27940288320391987,True,True,True,,False
15,15,0.2619217459050669,True,True,True,,False
20,20,0.15839439827365256,True,True,True,,False
25,25,0.00829315722580285,True,True,True,,False
30,30,0.004008837427898079,True,True,True,,False
35,35,0.003084478186416818,True,True,True,,False
40,40,0.0036982701223152686,True,True,True,,False
45,45,0.003845764611770762,True,True,True,,False
50,50,0.004348788313667376,True,True,True,,False
55,55,0.00572013553629453,True,True,True,,False
60,60,0.004193067042801528,True,True,True,,False
65,65,0.0035829285658795958,True,True,True,,False
70,70,0.0035545367030825003,True,True,True,,False
75,75,0.003912903302412772,True,True,True,,False
80,80,0.003660339173733112,True,True,True,,False
85,85,0.003129349331556276,True,True,True,,False
90,90,0.0028898779772324763,True,True,True,,False
95,95,0.0028962141241659634,True,True,True,,False
100,100,0.0027908517721439183,True,True,True,,False
105,105,0.0031113354262540653,True,True,True,,False
110,110,0.0031056259563428893,True,True,True,,False
115,115,0.0035854214871419397,True,True,True,,False
120,120,0.003159441887394142,True,True,True,,False
125,125,0.0028092910800918466,True,True,True,,False
130,130,0.003497789591093404,True,True,True,,False
135,135,0.004797258554093697,True,True,True,,False
140,140,0.0027861425662639655,True,True,True,,False
145,145,0.003783811792337936,True,True,True,,False
150,150,0.0034411373141088573,True,True,True,,False
155,155,0.0035033656396295464,True,True,True,,False
160,160,0.004200163457340341,True,True,True,,False
165,165,0.0033404543778898484,True,True,True,,False
170,170,0.0035123699965009555,True,True,True,,False
175,175,0.004006214590059599,True,True,True,,False
180,180,0.0036516646169275583,True,True,True,,False
185,185,0.0034012074547075874,True,True,True,,False
190,190,0.00477843587035634,True,True,True,,False
195,195,0.005471244433020874,True,True,True,,False
200,200,0.006731574552073062,True,True,True,,False
205,205,0.004754251221305286,True,True,True,,False
210,210,0.00771446999761251,True,True,True,,False
215,215,0.00438916451397505,True,True,True,,False
220,220,0.00486445620045887,True,True,True,,False
225,225,0.004110464058345621,True,True,True,,False
230,230,0.004427338558617141,True,True,True,,False
235,235,0.005281605706768178,True,True,True,,False
240,240,0.0038961793581927646,True,True,True,,False
245,245,0.0035919213336047156,True,True,True,,False
250,250,0.00378684191284027,True,True,True,,False
255,255,0.0028871450635282454,True,True,True,,False
260,260,0.0036068335679643854,True,True,True,,False
265,265,0.003138783327655907,True,True,True,,False
270,270,0.002868045842873102,True,True,True,,False
275,275,0.003864706809026048,True,True,True,,False
280,280,0.003986790768699382,True,True,True,,False
285,285,0.0028351166908301925,True,True,True,,False
290,290,0.003036418949048641,True,True,True,,False
295,295,0.0036055997211793364,True,True,True,,False
300,300,0.0030000103967624554,True,True,True,,False
305,305,0.0034182251641707343,True,True,True,,False
310,310,0.0036022478350509345,True,True,True,,False
315,315,0.0030357793290503635,True,True,True,,False
320,320,0.003124735897819812,True,True,True,,False
325,325,0.003752171492992543,True,True,True,,False
330,330,0.0030267707784521385,True,True,True,,False
335,335,0.003029754828750816,True,True,True,,False
340,340,0.004262594473416635,True,True,True,,False
345,345,0.0034711532315449822,True,True,True,,False
350,350,0.0035564065476349875,True,True,True,,False
355,355,0.004219623572886929,True,True,True,,False
360,360,0.00358179066804077,True,True,True,,False
365,365,0.003180172495451462,True,True,True,,False
370,370,0.0032382000173767065,True,True,True,,False
375,375,0.0037262558295041498,True,True,True,,False
380,380,0.0033292478714655217,True,True,True,,False
385,385,0.003595725720069476,True,True,True,,False
390,390,0.0034049281374446,True,True,True,,False
395,395,0.004662501283773079,True,True,True,,False
400,400,0.0032624841065917497,True,True,True,,False
405,405,0.003723058660446745,True,True,True,,False
410,410,0.0048876640389962315,True,True,True,,False
415,415,0.003594164913134118,True,True,True,,False
420,420,0.0032228787153816218,True,True,True,,False
425,425,0.003181693222567755,True,True,True,,False
430,430,0.0033486605214160777,True,True,True,,False
435,435,0.0034713179520118004,True,True,True,,False
440,440,0.002892112732641659,True,True,True,,False
445,445,0.003924017377870123,True,True,True,,False
450,450,0.0035523081759982846,True,True,True,,False
455,455,0.0035263988682745677,True,True,True,,False
460,460,0.003493058779783406,True,True,True,,False
465,465,0.0031498342911755726,True,True,True,,False
470,470,0.004268302639734304,True,True,True,,False
475,475,0.0028189170040142904,True,True,True,,False
480,480,0.003049587524926052,True,True,True,,False
485,485,0.003180536299105685,True,True,True,,False
490,490,0.0037163104323061705,True,True,True,,False
495,495,0.0039467526226820825,True,True,True,,False
500,500,0.0029970278389411364,True,True,True,,False
505,505,0.004922489017440331,True,True,True,,False
510,510,0.005121360294201044,True,True,True,,False
515,515,0.0028719430841384974,True,True,True,,False
520,520,0.0032288906313461237,True,True,True,,False
525,525,0.003984249869271265,True,True,True,,False
530,530,0.00297715960961235,True,True,True,,False
535,535,0.003322271515066288,True,True,True,,False
540,540,0.0042507983508503055,True,True,True,,False
545,545,0.0035876430967407267,True,True,True,,False
550,550,0.004016750739022718,True,True,True,,False
555,555,0.0043629762204303105,True,True,True,,False
560,560,0.003630690496046745,True,True,True,,False
565,565,0.004448352580654808,True,True,True,,False
570,570,0.0042139886754305345,True,True,True,,False
575,575,0.003726089264633525,True,True,True,,False
580,580,0.004180468783074417,True,True,True,,False
585,585,0.005698135762837571,True,True,True,,False
590,590,0.0046816412781173974,True,True,True,,False
595,595,0.004929326827453292,True,True,True,,False
600,600,0.006168284850332206,True,True,True,,False
605,605,0.0044363995164042784,True,True,True,,False
610,610,0.003769784879687032,True,True,True,,False
615,615,0.004188531228031475,True,True,True,,False
620,620,0.002906697045887759,True,True,True,,False
625,625,0.0031681774208254967,True,True,True,,False
630,630,0.003926995554838309,True,True,True,,False
635,635,0.002865284750851094,True,True,True,,False
640,640,0.0032580150156396753,True,True,True,,False
645,645,0.003914833432435084,True,True,True,,False
650,650,0.006643926272797131,True,True,True,,False
655,655,0.0036795843537477586,True,True,True,,False
660,660,0.0033562120627820494,True,True,True,,False
