interval_id,candidate_id,parent_v1_candidate_id,trigger_time,trigger_epoch_s,coincidence_score,v1_interval_null_threshold,strong_block_characteristic_ratio,strong_block_count,usable_block_count,total_registered_block_count,strong_block_fraction_of_registered,minimum_required_strong_block_count,v1_score_rank_within_interval,candidate_generation_label,network_candidate_time_fields_read,catalog_event_time_fields_read,family_label_fields_read,family_assignment
heldout_01,das_v2_heldout_01_0001,das_v1_heldout_01_0022,2024-05-27T17:12:20.449Z,1716829940.4498,2.0811076164245605,1.5075535774230957,2.0,4,10,10,0.4,4,4,heldout_DAS_v2_candidate_arrival_not_origin_or_family_truth,0,0,0,not_assigned
heldout_01,das_v2_heldout_01_0002,das_v1_heldout_01_0026,2024-05-27T17:15:26.299Z,1716830126.2998,2.0253076553344727,1.5075535774230957,2.0,4,10,10,0.4,4,6,heldout_DAS_v2_candidate_arrival_not_origin_or_family_truth,0,0,0,not_assigned
heldout_01,das_v2_heldout_01_0003,das_v1_heldout_01_0028,2024-05-27T17:17:24.899Z,1716830244.8998,2.0828657150268555,1.5075535774230957,2.0,5,10,10,0.5,4,3,heldout_DAS_v2_candidate_arrival_not_origin_or_family_truth,0,0,0,not_assigned
heldout_01,das_v2_heldout_01_0004,das_v1_heldout_01_0029,2024-05-27T17:18:18.099Z,1716830298.0998,2.256990671157837,1.5075535774230957,2.0,7,10,10,0.7,4,2,heldout_DAS_v2_candidate_arrival_not_origin_or_family_truth,0,0,0,not_assigned
heldout_01,das_v2_heldout_01_0005,das_v1_heldout_01_0030,2024-05-27T17:21:00.399Z,1716830460.3998,2.3517775535583496,1.5075535774230957,2.0,5,10,10,0.5,4,1,heldout_DAS_v2_candidate_arrival_not_origin_or_family_truth,0,0,0,not_assigned
heldout_01,das_v2_heldout_01_0006,das_v1_heldout_01_0035,2024-05-27T17:25:10.249Z,1716830710.2498,2.0720839500427246,1.5075535774230957,2.0,4,10,10,0.4,4,5,heldout_DAS_v2_candidate_arrival_not_origin_or_family_truth,0,0,0,not_assigned
